OBJECTID,GLOBAL,CODE,STATUSOBJECT,JNEXTERN,JNINTERN,JNRVZ,EXTERN_DR_HOOGTE,EXTERN_DR_BREEDTE,INTERN_BERGING_M3,RIOLERINGSGEBIEDID,TYPERGD,GEOMETRY,datakey,metadatakey
789,8C91F614-5E17-4D47-AE5A-085BFB1A9447,MIL-MIL-DOM-4,planvorming,ja,nee,nee,14.6,3.0,,483e9910-f238-47ac-9443-f2a2e899b454  ,Gemengd gerioleerdgebied,POINT (181788.224 410460.394000001 0.0),8C91F614-5E17-4D47-AE5A-085BFB1A9447,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
790,AA423992-7272-4D26-8DB3-46D4FF34BDA4,HER-ROS-ZWE-23,planvorming,ja,nee,nee,3.15,1.0,,da657337-e04e-4f50-9d0c-81d4ffc54354  ,Gemengd gerioleerdgebied,POINT (153716.563000001 413678.537999998 0.0),AA423992-7272-4D26-8DB3-46D4FF34BDA4,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
791,7D33B717-3ECE-449D-A4E6-FE947DF69C96,SOM-SOM-GAA-26,planvorming,ja,nee,ja,24.46,8.0,323.0,522833d2-5092-41de-9aba-70bd2cc0435b  ,Gemengd gerioleerdgebied,POINT (177270.098000001 377923.428000001 0.0),7D33B717-3ECE-449D-A4E6-FE947DF69C96,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
792,A0DFE565-A7E3-4298-8A2E-5925FE71AF8F,HEU-OUD-KER-5,planvorming,ja,nee,nee,1.2,3.4,,76f63897-3884-4fa3-892e-89cafca1ad62  ,Gemengd gerioleerdgebied,POINT (137494.059999999 414898.576999999 0.0),A0DFE565-A7E3-4298-8A2E-5925FE71AF8F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
793,59016984-B823-42A0-B25F-E88D134F7A34,HER-HER-ZUI-46,planvorming,ja,nee,nee,3.4,10.120000000000001,,7128849f-5a0b-42e3-aaa9-739ba346eab9  ,Gemengd gerioleerdgebied,POINT (150247.265999999 410671.429000003 0.0),59016984-B823-42A0-B25F-E88D134F7A34,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
794,A8C36F73-7D6B-47EC-938A-395CF1785563,HER-HER-NOO-129,planvorming,ja,nee,nee,2.58,4.0,,a6917522-952d-4cb1-af84-a2bc02c3f6a6  ,Gemengd gerioleerdgebied,POINT (148792.158 414164.945999999 0.0),A8C36F73-7D6B-47EC-938A-395CF1785563,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
795,04D576EC-1E26-4EFE-888E-D44F084385DA,HER-HER-HER-120,planvorming,ja,nee,nee,2.0,5.0,,2378553e-16b4-440c-a4ca-d3e38b76bf3c  ,Verbeterd gescheiden stelsel,POINT (150813.59 412817.044 0.0),04D576EC-1E26-4EFE-888E-D44F084385DA,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
796,4B77423F-4BE0-424B-AD99-E70CDC82C3D7,BOX-BOX-NOO-21,planvorming,ja,nee,nee,13.4,2.5,,df2dce72-ab57-408f-a025-50a22050ebcf  ,Gemengd gerioleerdgebied,POINT (192660.429000001 406292.558000001 0.0),4B77423F-4BE0-424B-AD99-E70CDC82C3D7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
797,3BD7EAF7-FD22-4FF3-B214-C586A28C0505,OSS-DEU-DEN-34,planvorming,ja,nee,nee,6.04,1.99,,8a8a2d75-11e9-4c6d-b1be-111c97d86b87  ,Gemengd gerioleerdgebied,POINT (170729.223999999 423863.986000003 0.0),3BD7EAF7-FD22-4FF3-B214-C586A28C0505,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
798,A809C391-5684-44E5-B6BD-9C77365999D5,HER-HER-PAL-86,planvorming,ja,nee,nee,4.8,5.0,,70a6d668-04d1-48d4-ab0c-239f2ccd3ca3  ,Gescheiden stelsel,POINT (148083.534000002 410937.804000005 0.0),A809C391-5684-44E5-B6BD-9C77365999D5,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
799,636D8A49-E565-483D-9E69-633F72EDA0E9,BOX-OVE-KER-3,planvorming,ja,nee,nee,20.85,8.25,,f0c511aa-2db5-4fc6-bfaf-fd110e3aae12  ,Gemengd gerioleerdgebied,POINT (192990.184999999 398596.602000002 0.0),636D8A49-E565-483D-9E69-633F72EDA0E9,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
800,8704D9A4-3FDE-41C6-AB41-2E19C63F857E,MIL-STH-KER-9,planvorming,ja,nee,ja,9.98,4.0,168.0,77b849ca-b596-4c7c-b671-54aca2e826ac  ,Gemengd gerioleerdgebied,POINT (183856.453000002 410202.692000002 0.0),8704D9A4-3FDE-41C6-AB41-2E19C63F857E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
801,F13282EA-9B4D-4B9B-BDAF-56BCF458328A,VEG-VEG-AME-37,planvorming,ja,nee,nee,7.8,4.0,,a2575457-ec01-4a5f-87e6-821efabae39a  ,Verbeterd gescheiden stelsel,POINT (164230.368999999 403677.615000001 0.0),F13282EA-9B4D-4B9B-BDAF-56BCF458328A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
802,BAEC6861-6F5D-46D1-ACC8-B05F2A2A7837,SOM-SOM-LOO-11,planvorming,ja,nee,ja,25.0,4.0,332.0,62620cf0-b406-4a5f-8897-1ee9118b621e  ,Gemengd gerioleerdgebied,POINT (177185.271000002 376554.594999999 0.0),BAEC6861-6F5D-46D1-ACC8-B05F2A2A7837,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
803,D2AECC9A-714B-4BD7-B3A4-4758E4FA7374,BOX-HOL-KER-5,planvorming,ja,nee,nee,15.01,1.85,,84d336f0-5f52-480c-9eef-4e2a7c086792  ,Gemengd gerioleerdgebied,POINT (197636.166999999 399051.386 0.0),D2AECC9A-714B-4BD7-B3A4-4758E4FA7374,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
804,F5A94C52-CAC9-44E1-A453-D165FEC895A4,STA-WAN-MOL-9,planvorming,ja,nee,nee,13.200000000000001,5.0,,c3beddb9-aa7d-454d-8234-7447dabe9dc9  ,Verbeterd gescheiden stelsel,POINT (185645.877999999 407143.899999999 0.0),F5A94C52-CAC9-44E1-A453-D165FEC895A4,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
805,45C5BFF8-7574-4F52-B2B7-356FA7CAF3EC,HER-HER-NOO-134,planvorming,ja,nee,nee,2.18,2.0,,a6917522-952d-4cb1-af84-a2bc02c3f6a6  ,Gemengd gerioleerdgebied,POINT (149867.258000001 412522.879000003 0.0),45C5BFF8-7574-4F52-B2B7-356FA7CAF3EC,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
806,07DE50B2-16F5-49BC-9AC0-F2F4C95DA79E,SOM-SOM-OOI-12,planvorming,ja,nee,ja,25.0,4.0,232.0,62620cf0-b406-4a5f-8897-1ee9118b621e  ,Gemengd gerioleerdgebied,POINT (176643.009 377129.437 0.0),07DE50B2-16F5-49BC-9AC0-F2F4C95DA79E,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
807,4DDC5367-9A23-4BF3-9E48-D74BA3DEFD8B,HEL-STI-KER-68,planvorming,ja,nee,ja,15.8,1.9000000000000001,80.0,cb6a0555-0a56-4f7a-aad9-3b1e432a7287  ,Gemengd gerioleerdgebied,POINT (171774.577 388507.491000002 0.0),4DDC5367-9A23-4BF3-9E48-D74BA3DEFD8B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
808,F9182AE5-9763-4678-926F-38C3B86F3427,BOX-BEU-TCO-7,planvorming,ja,nee,nee,12.0,2.0,,c083caed-0af8-4d32-994e-9b7eb348374f  ,Verbeterd gescheiden stelsel,POINT (193672.177000001 409145.160999997 0.0),F9182AE5-9763-4678-926F-38C3B86F3427,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
809,8BC41ED1-6840-4437-AD86-18BD65D302D2,CUI-AGA-KER-25,planvorming,ja,nee,nee,10.700000000000001,1.1,,26418175-facb-4462-9f8e-ca33a06ced46  ,Gemengd gerioleerdgebied,POINT (191467.164999999 413957.997000002 0.0),8BC41ED1-6840-4437-AD86-18BD65D302D2,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
810,DACB2E67-25E3-42F7-B3E9-028506350C74,UDE-UDE-LOO-12,planvorming,ja,nee,nee,17.17,1.97,,b635e3b9-640f-4c16-89c6-413b79ba234b  ,Gemengd gerioleerdgebied,POINT (173008.800000001 407108.500000001 0.0),DACB2E67-25E3-42F7-B3E9-028506350C74,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
811,4D283665-D50A-4D97-844E-EF6C0074FAE7,SCH-WIJ-KER-17,planvorming,ja,nee,nee,8.19,2.9,,3e226714-b16d-464b-902e-ef9ba2a2b629  ,Gemengd gerioleerdgebied,POINT (160785.320999999 403346.202 0.0),4D283665-D50A-4D97-844E-EF6C0074FAE7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
812,F2934613-AFB2-400E-8CDF-D2CFE6DFEAA2,HER-HER-BIN-68,planvorming,nee,ja,ja,,,3750.0,c1e6bdd1-54d7-4a0c-b006-fa8affa5595c  ,Gemengd gerioleerdgebied,POINT (149496.767000001 411359.352000004 0.0),F2934613-AFB2-400E-8CDF-D2CFE6DFEAA2,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
813,ACFBA89A-996C-4D1B-8900-9D416A671762,HER-ENG-HOO-171,planvorming,ja,nee,nee,2.39,1.03,,b8470378-134d-4142-b5b2-0e10be094795  ,Verbeterd gescheiden stelsel,POINT (146600.309 415181.937000001 0.0),ACFBA89A-996C-4D1B-8900-9D416A671762,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
814,770C58AD-046D-4062-803B-5EA01C8BB40C,GRA-GRA-EST-9,planvorming,ja,nee,nee,7.76,11.9,,8ca2e6a2-22bb-4917-b799-1d473e0b51fe  ,Gemengd gerioleerdgebied,POINT (179607.500999998 417998.743000001 0.0),770C58AD-046D-4062-803B-5EA01C8BB40C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
815,C7BDDAED-A6AD-4145-92A8-C6B813447400,HEU-DRU-DIL-15,planvorming,ja,nee,nee,1.41,6.0,,36148c45-e8b0-4b78-a039-4b52b9beaac2  ,Gemengd gerioleerdgebied,POINT (138033.543000001 411364.748000001 0.0),C7BDDAED-A6AD-4145-92A8-C6B813447400,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
816,EDC884ED-D692-416A-A80D-5E9F573CDFA8,UDE-VOL-KER-29,planvorming,ja,nee,nee,17.46,3.4,,c437a137-9fba-4034-b6c1-00e494f60c8e  ,Gemengd gerioleerdgebied,POINT (173440.0 406526.2 0.0),EDC884ED-D692-416A-A80D-5E9F573CDFA8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
817,6952122E-68C8-4DD0-91E3-FD28C5CAC166,AST-HEU-KER-17,planvorming,ja,nee,ja,24.900000000000002,2.5,179.0,35a82c04-dc3d-4643-a81d-63e37d9d109f  ,Gemengd gerioleerdgebied,POINT (180899.952 378001.194000001 0.0),6952122E-68C8-4DD0-91E3-FD28C5CAC166,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
818,9EEB2304-93CB-4DC0-BB42-46DAD1627699,HER-HER-NIE-100,planvorming,ja,nee,nee,1.6,2.22,,a004840e-734e-46ba-8cde-1d27f84ecff5  ,Gemengd gerioleerdgebied,POINT (147006.640000001 411522.201000005 0.0),9EEB2304-93CB-4DC0-BB42-46DAD1627699,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
819,1F56F515-2F25-4205-9A91-8DCD99720B5C,MIL-LAN-ESP-12,planvorming,ja,nee,nee,16.96,0.8,,14a1ef4f-f54f-4b0e-8a56-52e6e63b02ff  ,Gescheiden stelsel,POINT (178928.068 412586.394000004 0.0),1F56F515-2F25-4205-9A91-8DCD99720B5C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
820,8DBBB970-D0F5-42C4-9471-8EA4F346A130,LAA-MAR-KOM-22,planvorming,ja,nee,ja,13.05,4.0,136.0,d552fd8f-4e0e-4392-b2ed-48a0e47a6363  ,Gemengd gerioleerdgebied,POINT (167426.546999998 394921.952000003 0.0),8DBBB970-D0F5-42C4-9471-8EA4F346A130,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
821,AD7F35D6-5EE1-4446-996C-FF9A7C9AF8E7,VEG-KEL-KER-62,planvorming,ja,nee,ja,10.25,2.5,145.0,8865dc62-1eb4-4e2b-899e-497ca6a41be7  ,Gemengd gerioleerdgebied,POINT (169071.692000002 399994.621 0.0),AD7F35D6-5EE1-4446-996C-FF9A7C9AF8E7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
822,C6F27303-4FCA-4849-AAD2-88B7A68C8E20,HER-HER-MAB-143,planvorming,ja,nee,nee,2.68,5.74,,dd5bb1ad-9773-4139-a469-e169bcc736ca  ,Verbeterd gescheiden stelsel,POINT (148428.530000001 414792.716000001 0.0),C6F27303-4FCA-4849-AAD2-88B7A68C8E20,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
823,93131729-B7E1-4749-A7FC-1835CAD06808,UDE-UDE-HND-26,planvorming,ja,nee,nee,12.84,2.21,,31ed605f-cd44-48ce-922b-39c8bd56a079  ,Verbeterd gescheiden stelsel,POINT (171469.0 406207.000000002 0.0),93131729-B7E1-4749-A7FC-1835CAD06808,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
824,93FAF134-6377-4B98-8A93-9E0F9FA79EFA,HEU-HER-KER-6,planvorming,ja,nee,nee,1.04,2.7,,4a65f71d-a63f-40eb-95ae-7306c2949424  ,Gemengd gerioleerdgebied,POINT (138986.296 415193.453000003 0.0),93FAF134-6377-4B98-8A93-9E0F9FA79EFA,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
825,DE7250D5-28BF-48E4-B15A-8EA4715DEB9F,MIL-MIL-BEJ-3,planvorming,ja,nee,nee,11.9,1.1,,3a374550-5563-4329-aeb7-5d6e1bf93cf7  ,Gemengd gerioleerdgebied,POINT (182736.370000001 410777.303000002 0.0),DE7250D5-28BF-48E4-B15A-8EA4715DEB9F,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
826,BE34E62D-761E-4B5F-AEE5-331F58EC8330,HER-ROS-HIN-39,planvorming,ja,nee,ja,2.83,8.22,530.0,734a9446-1f37-40d4-b526-84e70b4431e7  ,Gemengd gerioleerdgebied,POINT (151823.261999998 411888.603000002 0.0),BE34E62D-761E-4B5F-AEE5-331F58EC8330,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
827,A7C13E48-5449-4D90-86B8-9641A1C82C00,OSS-HER-KER-42,planvorming,ja,nee,ja,6.17,9.61,343.0,a48e2cc7-b27c-445c-a685-d72c51ad5cac  ,Gemengd gerioleerdgebied,POINT (172460.414999999 420810.922000001 0.0),A7C13E48-5449-4D90-86B8-9641A1C82C00,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
828,F60121C3-581C-4156-9BA2-A923F579C8D8,HER-HER-NIE-102,planvorming,ja,nee,nee,1.6500000000000001,4.92,,a004840e-734e-46ba-8cde-1d27f84ecff5  ,Gemengd gerioleerdgebied,POINT (146689.353 412053.768000002 0.0),F60121C3-581C-4156-9BA2-A923F579C8D8,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
829,4B203987-79B5-4423-B5D8-010FECEE995C,UDE-UDE-HND-27,planvorming,ja,nee,nee,13.27,3.1,,31ed605f-cd44-48ce-922b-39c8bd56a079  ,Verbeterd gescheiden stelsel,POINT (171578.0 406296.000000002 0.0),4B203987-79B5-4423-B5D8-010FECEE995C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
830,DB3228AB-7037-4597-BDE9-272B98CC2E36,SMI-BER-WES-4,planvorming,ja,nee,ja,4.1,4.0,133.0,d05957f9-d798-45fc-ab41-9b5fc53f26e4  ,Gemengd gerioleerdgebied,POINT (155744.432 409340.366000004 0.0),DB3228AB-7037-4597-BDE9-272B98CC2E36,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
831,30D926CF-7F72-4CED-BAE0-E9E0ADE4A2EE,GEM-GEM-PAN-3,planvorming,ja,nee,ja,13.33,8.0,587.0,48c75671-b624-47d4-a681-d6fa9f0650e7  ,Gemengd gerioleerdgebied,POINT (175086.572999999 396923.086 0.0),30D926CF-7F72-4CED-BAE0-E9E0ADE4A2EE,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
832,7C0F66E6-BAE9-4D94-838D-2BF4B4D76E81,UDE-UDE-VIJ-7,planvorming,ja,nee,nee,14.58,3.75,,7c7665ec-5fad-4aec-b293-0af0d82f97fd  ,Gemengd gerioleerdgebied,POINT (169815.300000001 408656.600000002 0.0),7C0F66E6-BAE9-4D94-838D-2BF4B4D76E81,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
833,3FE86DF1-D015-45C6-8001-3CD6469AB78B,SCH-SCH-BOS-37,planvorming,ja,nee,nee,6.640000000000001,5.0,,1153d23a-78fe-4852-ba75-1542d3c4a9ef  ,Gemengd gerioleerdgebied,POINT (157226.164999999 405019.347000001 0.0),3FE86DF1-D015-45C6-8001-3CD6469AB78B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
834,A84D880B-53CF-4DE5-A810-983CEF853C92,HER-HER-ENG-75,planvorming,ja,nee,nee,4.25,1.27,,61d1e8a2-4cc4-4ed6-b628-739234ae35fc  ,Gemengd gerioleerdgebied,POINT (148765.991999999 413171.828000004 0.0),A84D880B-53CF-4DE5-A810-983CEF853C92,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
835,C924127A-3DE6-4B71-98AF-270B52D4430A,AST-OMM-KER-16,planvorming,ja,nee,ja,22.56,2.5,156.0,84dee0e8-07f7-499f-be4d-5bf200e5e0ea  ,Gemengd gerioleerdgebied,POINT (179994.669 381370.043000004 0.0),C924127A-3DE6-4B71-98AF-270B52D4430A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
836,8473FB6A-3052-4F3E-A5A6-BBB49F88CC47,AST-AST-KOM-4,planvorming,ja,nee,ja,23.06,5.0,580.0,ced0003b-2fd8-4564-9a33-0203c57aac03  ,Gemengd gerioleerdgebied,POINT (179223.681000002 379043.968000001 0.0),8473FB6A-3052-4F3E-A5A6-BBB49F88CC47,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
837,4E7235FE-76D7-42EF-9AE2-AF35EC19541B,CUI-CUI-HWN-11,planvorming,ja,nee,nee,8.14,1.5,,03d7d3b7-1789-4108-bdac-5b8c3597a8b9  ,Verbeterd gescheiden stelsel,POINT (187551.570999999 416632.726 0.0),4E7235FE-76D7-42EF-9AE2-AF35EC19541B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
838,2FC360D0-4226-450C-A515-3F7FFF57C6FA,HER-BOK-KER-163,planvorming,ja,nee,nee,2.49,0.97,,20893f4d-602e-4d19-8daf-9fea15597b71  ,Gemengd gerioleerdgebied,POINT (144219.589000002 416452.202 0.0),2FC360D0-4226-450C-A515-3F7FFF57C6FA,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
839,D0D00AA2-0D75-46FD-9D19-54F83B2E6C4D,LAN-ZEE-KRE-11,planvorming,ja,nee,nee,17.080000000000002,3.2,,ec839c23-f08f-4f28-b494-6f97d573e563  ,Gemengd gerioleerdgebied,POINT (175214.383000001 413238.292000001 0.0),D0D00AA2-0D75-46FD-9D19-54F83B2E6C4D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
840,7ADFE348-581A-4825-A932-36AFA0D95CCC,CUI-CHA-HAV-35,planvorming,ja,nee,nee,9.3,2.35,,c9004afb-58a6-4993-99ef-0b160162b1f9  ,Verbeterd gescheiden stelsel,POINT (187913.0 418687.999000001 0.0),7ADFE348-581A-4825-A932-36AFA0D95CCC,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
841,1E1AD961-3CA6-44DB-A05C-7EDD21BD311B,HER-HER-ZUI-48,planvorming,ja,nee,ja,3.0,10.0,1500.0,7128849f-5a0b-42e3-aaa9-739ba346eab9  ,Gemengd gerioleerdgebied,POINT (150323.465999998 410573.552000002 0.0),1E1AD961-3CA6-44DB-A05C-7EDD21BD311B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
842,1498AB1D-9F79-47E4-BBD6-4C0E1AC9F201,GEM-ELS-KER-22,planvorming,ja,nee,ja,22.47,3.0,147.0,5a3fe646-25a8-4eb2-946d-12d73367ae8e  ,Gemengd gerioleerdgebied,POINT (181587.199999999 399296.021000002 0.0),1498AB1D-9F79-47E4-BBD6-4C0E1AC9F201,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
843,5DEF3B85-1D00-4C73-9BAD-4D77757E8996,HER-HER-STO-116,planvorming,ja,nee,nee,2.23,0.97,,b659eb36-1aee-4554-bda6-92c66aa217e7  ,Verbeterd gescheiden stelsel,POINT (150226.206999999 412464.590999998 0.0),5DEF3B85-1D00-4C73-9BAD-4D77757E8996,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
844,54DD0D4F-763F-49EF-8136-CD28F1E12638,HER-HER-HER-121,planvorming,ja,nee,nee,2.06,10.0,,2378553e-16b4-440c-a4ca-d3e38b76bf3c  ,Verbeterd gescheiden stelsel,POINT (151380.752999999 413342.331999999 0.0),54DD0D4F-763F-49EF-8136-CD28F1E12638,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
845,3EE3FF06-FD3E-41C1-87CE-F713FF884BC7,GRA-GRA-MAR-2,planvorming,ja,nee,nee,7.84,1.47,,57cc5705-94c0-4203-9807-20ab6a83b7c3  ,Gemengd gerioleerdgebied,POINT (178221.952 419061.282000003 0.0),3EE3FF06-FD3E-41C1-87CE-F713FF884BC7,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
846,65A9E97B-3EFD-44B8-AE67-A5499FF36C02,HER-HER-HER-118,planvorming,ja,nee,nee,2.04,5.0,,2378553e-16b4-440c-a4ca-d3e38b76bf3c  ,Verbeterd gescheiden stelsel,POINT (151602.090999998 413686.027000001 0.0),65A9E97B-3EFD-44B8-AE67-A5499FF36C02,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
554,31709538-0C45-41DF-B689-91C78AB7F250,DEU-DEU-WES-21,planvorming,ja,nee,nee,23.1,1.5,,3003b349-d04d-4e94-acfa-2e33261ecb14  ,Verbeterd gescheiden stelsel,POINT (182183.739999998 386252.497000003 0.0),31709538-0C45-41DF-B689-91C78AB7F250,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
555,C7E8994F-626D-4865-AF7F-0F5138F1832B,CUI-CUI-FAZ-9,planvorming,ja,nee,nee,10.620000000000001,1.6500000000000001,,3559378d-3746-4881-8d78-e29800af046e  ,Gemengd gerioleerdgebied,POINT (189077.032000002 414531.017999999 0.0),C7E8994F-626D-4865-AF7F-0F5138F1832B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
556,60786D00-0E1C-4412-AFDB-BC0FE0B8D15A,OSS-OSS-ELN-12,planvorming,ja,nee,nee,4.9,10.0,,8b42504b-ef4e-4d2c-b470-20fc206bcf4b  ,Verbeterd gescheiden stelsel,POINT (166478.101 422207.544 0.0),60786D00-0E1C-4412-AFDB-BC0FE0B8D15A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
557,54D5DE35-0F06-491A-B04B-FBEE921BC7BB,HEU-DRU-GRO-33,planvorming,ja,nee,nee,1.54,2.0,,3b6dcb22-66b3-4d5e-86c6-e5c1588b5d08  ,Verbeterd gescheiden stelsel,POINT (139301.074000001 411934.594000003 0.0),54D5DE35-0F06-491A-B04B-FBEE921BC7BB,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
558,384B9A6A-C080-428B-B646-42689622777A,DEU-NEE-KER-4,planvorming,ja,nee,ja,28.7,5.0,240.0,c10bcabf-6011-42aa-9886-0c1eafd772a8  ,Gemengd gerioleerdgebied,POINT (188043.021000002 375822.822000001 0.0),384B9A6A-C080-428B-B646-42689622777A,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
559,E4AFDAFF-2E65-4CB5-907D-FD0CCE63D69C,LAA-BEE-LEK-14,planvorming,ja,nee,nee,12.85,1.0,,7b35a806-316c-4d28-9985-24945ce72104  ,Gemengd gerioleerdgebied,POINT (172359.300999999 394984.731000001 0.0),E4AFDAFF-2E65-4CB5-907D-FD0CCE63D69C,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
560,2668824E-D254-4C9F-A12B-62B3321006C0,HEU-VLI-HOA-54,planvorming,ja,nee,nee,1.9000000000000001,1.5,,d51f1296-5617-4fa9-8e53-755df5b0de53  ,Verbeterd gescheiden stelsel,POINT (140685.063000001 412425.602000002 0.0),2668824E-D254-4C9F-A12B-62B3321006C0,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
561,810FDFA8-E55A-4DDA-8440-4885BC216812,OSS-RAV-LAN-39,planvorming,ja,nee,nee,6.4,1.0,,7327cbfc-b7c5-47cd-a7cc-bda4f68648e0  ,Verbeterd gescheiden stelsel,POINT (173462.397999998 422484.994000002 0.0),810FDFA8-E55A-4DDA-8440-4885BC216812,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
562,C178FD58-42B0-42BB-8D1A-E350BE08BD6D,VEG-VEG-VEN-10,planvorming,ja,nee,nee,8.1,2.0,,4ff87103-46ca-4c56-8b36-e996e345491e  ,Verbeterd gescheiden stelsel,POINT (166386.375999998 404687.695 0.0),C178FD58-42B0-42BB-8D1A-E350BE08BD6D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
563,8B7DFE47-F301-4B8E-8783-9BFED9ECD00D,SCH-SCH-DUO-18,planvorming,None,None,None,,,,2a92f62d-4314-402c-aaa5-56adb9fe1e14  ,None,POINT (161136.960000001 402572.570000001 0.0),8B7DFE47-F301-4B8E-8783-9BFED9ECD00D,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
564,232BC38A-ADFE-44F7-BE44-E7DB0BE2194B,CUI-CUI-HWN-12,planvorming,ja,nee,nee,8.700000000000001,1.5,,03d7d3b7-1789-4108-bdac-5b8c3597a8b9  ,Verbeterd gescheiden stelsel,POINT (187570.704 417235.793999999 0.0),232BC38A-ADFE-44F7-BE44-E7DB0BE2194B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
565,92290294-D328-4037-A229-7EC156D83E1B,HER-HER-BIN-67,planvorming,ja,nee,nee,4.62,4.75,,c1e6bdd1-54d7-4a0c-b006-fa8affa5595c  ,Gemengd gerioleerdgebied,POINT (149869.024999999 411327.706000001 0.0),92290294-D328-4037-A229-7EC156D83E1B,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
566,657B0E79-3863-4AFB-9DB1-CB984021C8E6,HER-HER-KRU-104,planvorming,ja,nee,nee,1.87,3.02,,c5b8cf21-8db8-40a0-a902-c1dea4a5a8a4  ,Gemengd gerioleerdgebied,POINT (146028.824000001 411937.125000001 0.0),657B0E79-3863-4AFB-9DB1-CB984021C8E6,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
567,AC9B8D44-32AD-4246-AEC3-7A7E0AB0D4A3,BER-LOO-KER-14,planvorming,ja,nee,nee,6.6000000000000005,1.0,,a6649c34-b318-4737-8ac2-00bc08e3131b  ,Gemengd gerioleerdgebied,POINT (163071.136 410020.796000003 0.0),AC9B8D44-32AD-4246-AEC3-7A7E0AB0D4A3,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
568,C030A3C2-395C-4EA4-B0E6-E911E8A07036,VEG-VEG-CHV-45,planvorming,ja,nee,nee,7.8,2.0,,079a37bb-4f4d-43c5-a9a6-21d181d8d0cd  ,Gemengd gerioleerdgebied,POINT (163349.177000001 403927.013999998 0.0),C030A3C2-395C-4EA4-B0E6-E911E8A07036,DF1AA4DA-55C8-46A2-954A-C506D1C262F1
