OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
623,118ZDK,1.0,-0.9400000000000001,0.01,0.56,Vastgesteld,Niet van toepassing,L,POINT (135237.877999999 414017.600000002),118ZDK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
624,118KLN,0.8,-0.9,-0.1,0.66,Vastgesteld,Niet van toepassing,L,POINT (135855.760000002 414063.978),118KLN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
625,118UB,1.0,0.33,0.9500000000000001,1.25,Vastgesteld,Niet van toepassing,L,POINT (140483.991 413450.695999999),118UB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
626,118DL,2.0,-0.56,0.5,0.89,Vastgesteld,Niet van toepassing,L,POINT (138836.452 414959.704),118DL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
627,104OYE,6.0,1.69,4.5200000000000005,4.89,Vastgesteld,Niet van toepassing,L,POINT (163696.374000002 422936.513),104OYE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
628,118AST,0.8,-0.51,0.75,0.81,Vastgesteld,Niet van toepassing,L,POINT (134743.192000002 412856.228999998),118AST,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
629,118NLW,0.48,0.12,0.6,1.41,Vastgesteld,Niet van toepassing,L,POINT (136461.403000001 411858.620999999),118NLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
630,253VEN,0.5700000000000001,20.62,21.05,21.06,Vastgesteld,Niet van toepassing,L,POINT (179998.872000001 391665.552000001),253VEN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
631,251CBA,1.51,15.36,16.18,16.69,Vastgesteld,Niet van toepassing,L,POINT (176117.743000001 397328.980999999),251CBA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
632,234SLO,4.3,14.63,14.64,14.64,Vastgesteld,Niet van toepassing,L,POINT (172104.550000001 387853.138999999),234SLO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
633,201WMB,2.0,2.05,3.3000000000000003,6.44,Vastgesteld,Niet van toepassing,L,POINT (153302.504999999 411663.116999999),201WMB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
634,253HEN,3.45,23.92,23.92,23.92,Vastgesteld,Niet van toepassing,L,POINT (182763.151999999 391714.620000001),253HEN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
635,253HTN,3.06,23.79,23.8,24.77,Vastgesteld,Niet van toepassing,L,POINT (182597.184 391803.362),253HTN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
636,204FH,0.65,10.8,11.43,11.42,Vastgesteld,Niet van toepassing,L,POINT (167938.692000002 410574.710999999),204FH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
637,261BBM,5.2,14.23,17.38,17.42,Vastgesteld,Niet van toepassing,L,POINT (176084.447000001 389960.923),261BBM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
638,248HA,4.0,17.55,17.55,17.56,Vastgesteld,Niet van toepassing,L,POINT (176633.487 399513.945),248HA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
639,253HAG,3.3000000000000003,23.87,23.87,23.87,Vastgesteld,Niet van toepassing,L,POINT (182797.868999999 391680.177999999),253HAG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
640,211MHS,1.25,13.99,16.3,16.48,Vastgesteld,Niet van toepassing,L,POINT (172922.932 405361.502999999),211MHS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
641,234GF,2.5,17.740000000000002,17.85,17.96,Vastgesteld,Niet van toepassing,L,POINT (172168.701000001 382705.234000001),234GF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
642,119MDW,1.0,0.87,2.06,2.44,Vastgesteld,Niet van toepassing,L,POINT (151520.452 409892.414000001),119MDW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
643,253OA,1.7,23.88,23.900000000000002,24.32,Vastgesteld,Niet van toepassing,L,POINT (182525.092 391832.892000001),253OA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
644,234SLE,3.21,15.700000000000001,15.71,15.71,Vastgesteld,Niet van toepassing,L,POINT (171810.1512 387706.125500001),234SLE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
645,253BIE,3.0,12.84,12.85,13.0,Vastgesteld,Niet van toepassing,L,POINT (174638.907000002 394363.929000001),253BIE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
646,253BPD,9.5,16.19,16.19,16.19,Vastgesteld,Niet van toepassing,L,POINT (176824.221000001 392933.416999999),253BPD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
647,253GRO,1.0,15.49,15.49,16.17,Vastgesteld,Niet van toepassing,L,POINT (176366.026999999 392918.193999998),253GRO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
648,205HAF,8.0,4.09,4.09,4.42,Vastgesteld,Niet van toepassing,L,POINT (158177.842999998 407426.077),205HAF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
649,234VOO,0.5,17.1,17.52,17.66,Vastgesteld,Niet van toepassing,L,POINT (172402.552999999 382928.487),234VOO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
650,201DDK,7.0,16.38,20.43,21.64,Vastgesteld,Niet van toepassing,L,POINT (176345.399 383551.352000002),201DDK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
651,234VRT,0.5,17.26,17.580000000000002,17.8,Vastgesteld,Niet van toepassing,L,POINT (172479.725000001 382893.796999998),234VRT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
652,102BRS,2.0,0.7000000000000001,1.7,2.9,Vastgesteld,Niet van toepassing,L,POINT (150218.278000001 413022.662),102BRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
653,205BBN,0.64,2.19,2.83,2.98,Vastgesteld,Niet van toepassing,L,POINT (153318.153000001 411951.418000002),205BBN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
654,204BG,0.84,5.0,5.86,6.09,Vastgesteld,Niet van toepassing,L,POINT (159665.955400001 409793.984099999),204BG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
655,102SVR,2.0,2.75,2.75,4.46,Vastgesteld,Niet van toepassing,L,POINT (147443.932 416424.901999999),102SVR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
656,217KDY,2.25,4.41,6.71,8.01,Vastgesteld,Niet van toepassing,L,POINT (160633.344999999 405850.276000001),217KDY,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
657,204LEI,1.3,11.120000000000001,11.23,11.23,Vastgesteld,Niet van toepassing,L,POINT (167432.215999998 413018.831999999),204LEI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
658,201OBB,,5.0,5.0,6.26,Vastgesteld,Niet van toepassing,L,POINT (153463.715 411245.153999999),201OBB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
659,261BD,5.03,18.8,19.64,20.05,Vastgesteld,Niet van toepassing,L,POINT (178949.828000002 387433.715),261BD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
660,234FB,1.28,17.67,18.63,19.11,Vastgesteld,Niet van toepassing,L,POINT (174853.688999999 384852.800000001),234FB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
661,230A,1.0,8.3,9.05,9.48,Vastgesteld,Niet van toepassing,L,POINT (166374.067000002 401502.381000001),230A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
662,292A,3.7,22.330000000000002,22.990000000000002,24.43,Vastgesteld,Niet van toepassing,L,POINT (180034.245999999 375060.230999999),292A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
663,105PET,1.5,14.4,15.11,15.49,Vastgesteld,Niet van toepassing,L,POINT (176509.493000001 414183.657000002),105PET,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
664,104FGV,0.8,10.97,11.48,11.76,Vastgesteld,Niet van toepassing,L,POINT (171079.682 417303.078000002),104FGV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
665,211MLD,0.72,19.96,20.900000000000002,20.94,Vastgesteld,Niet van toepassing,L,POINT (178787.531 401275.149),211MLD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
666,109VES,1.1,7.87,9.27,10.61,Vastgesteld,Niet van toepassing,L,POINT (191572.037 414180.671999998),109VES,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
667,103KZI,1.27,2.43,3.73,4.53,Vastgesteld,Niet van toepassing,L,POINT (158183.247000001 419542.052999999),103KZI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
668,101BYS,2.0,0.9400000000000001,1.85,2.23,Vastgesteld,Niet van toepassing,L,POINT (156886.875 420206.590999998),101BYS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
669,103KYS,3.7,1.03,2.38,3.15,Vastgesteld,Niet van toepassing,L,POINT (158406.078000002 418762.228999998),103KYS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
670,104FQS,4.0,3.96,5.61,6.21,Vastgesteld,Niet van toepassing,L,POINT (161824.504000001 423731.059999999),104FQS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
671,104VLI,0.5700000000000001,3.38,4.26,4.2700000000000005,Vastgesteld,Niet van toepassing,L,POINT (162129.105999999 425534.034000002),104VLI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
672,101ALS,0.85,2.35,3.21,3.48,Vastgesteld,Niet van toepassing,L,POINT (160811.162999999 421291.18),101ALS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
673,101ARS,1.6500000000000001,1.8,2.68,3.2,Vastgesteld,Niet van toepassing,L,POINT (158796.598999999 421589.116),101ARS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
674,101B2,1.0,2.42,3.16,3.49,Vastgesteld,Niet van toepassing,L,POINT (155732.763999999 423372.171999998),101B2,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
675,101BMS,2.2,2.54,3.62,4.03,Vastgesteld,Niet van toepassing,L,POINT (157357.339000002 423816.081999999),101BMS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
676,103ATS,0.8,1.16,2.12,2.8000000000000003,Vastgesteld,Niet van toepassing,L,POINT (154294.375 416755.388999999),103ATS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
677,103BBT,3.0,1.18,2.0,2.43,Vastgesteld,Niet van toepassing,L,POINT (154222.471999999 416712.366),103BBT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
678,103KFS,1.85,2.12,3.56,3.73,Vastgesteld,Niet van toepassing,L,POINT (159364.111000001 417836.526000001),103KFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
679,103VWS,1.0,2.49,3.2800000000000002,3.75,Vastgesteld,Niet van toepassing,L,POINT (160293.800999999 420001.859999999),103VWS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
680,104AC1,1.3,4.3500000000000005,5.42,5.84,Vastgesteld,Niet van toepassing,L,POINT (167131.252 424337.028999999),104AC1,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
681,104GU,0.75,4.2700000000000005,5.33,5.62,Vastgesteld,Niet van toepassing,L,POINT (168209.181000002 423655.649),104GU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
682,104STA,0.8,3.35,4.65,5.3500000000000005,Vastgesteld,Niet van toepassing,L,POINT (164149.658 423154.596000001),104STA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
683,101AGS,1.0,2.0100000000000002,3.16,3.33,Vastgesteld,Niet van toepassing,L,POINT (160213.192000002 421855.142999999),101AGS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
684,118HF,3.0,0.49,1.31,1.77,Vastgesteld,Niet van toepassing,L,POINT (139630.063999999 412684.202),118HF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
685,101AWZ,0.7000000000000001,1.54,2.46,3.36,Vastgesteld,Niet van toepassing,L,POINT (159136.364999998 420096.780000001),101AWZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
686,118AS,4.0,-0.19,0.67,1.07,Vastgesteld,Niet van toepassing,L,POINT (134762.030999999 412653.289000001),118AS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
687,104CU,0.76,3.3200000000000003,4.12,4.48,Vastgesteld,Niet van toepassing,L,POINT (163241.908799998 422574.2564),104CU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
688,118AQ,3.0,0.1,0.97,1.37,Vastgesteld,Niet van toepassing,L,POINT (135514.462000001 412151.602000002),118AQ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
689,118AYS,2.0,-0.68,0.27,0.71,Vastgesteld,Niet van toepassing,L,POINT (134814.370999999 414632.554000001),118AYS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
690,118DR,2.5,-0.4,0.43,0.85,Vastgesteld,Niet van toepassing,L,POINT (138749.471999999 413359.620999999),118DR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
691,118EDD,0.9500000000000001,1.6500000000000001,2.29,3.37,Vastgesteld,Niet van toepassing,L,POINT (136208.688999999 410673.133000001),118EDD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
692,118GC,1.0,1.93,2.91,3.35,Vastgesteld,Niet van toepassing,L,POINT (139472.295000002 409388.596000001),118GC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
693,118HA,1.5,1.41,2.34,3.0100000000000002,Vastgesteld,Niet van toepassing,L,POINT (140350.465999998 411654.656),118HA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
694,117NQ,3.5,0.01,1.46,1.95,Vastgesteld,Niet van toepassing,L,POINT (142403.535999998 414659.721999999),117NQ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
695,118ABS,1.5,-0.05,1.1300000000000001,1.59,Vastgesteld,Niet van toepassing,L,POINT (137961.818999998 412194.513999999),118ABS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
696,118AQB,1.2,-0.16,1.26,1.33,Vastgesteld,Niet van toepassing,L,POINT (136067.311000001 412059.669),118AQB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
697,110HAA,1.55,10.05,10.36,11.44,Vastgesteld,Niet van toepassing,L,POINT (191929.844000001 410244.785999998),110HAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
698,217EE,0.8,9.56,10.41,10.870000000000001,Vastgesteld,Niet van toepassing,L,POINT (168048.434 398893.888),217EE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
699,114CTB,0.5,21.66,22.26,22.56,Vastgesteld,Niet van toepassing,L,POINT (185525.528999999 400443.427999999),114CTB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
700,108EH,0.75,14.1,14.88,15.0,Vastgesteld,Niet van toepassing,L,POINT (187835.182 405471.213),108EH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
701,234PRE,5.5,13.76,13.8,14.02,Vastgesteld,Niet van toepassing,L,POINT (171980.561999999 389552.949000001),234PRE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
702,114DMW,1.62,17.87,17.92,18.77,Vastgesteld,Niet van toepassing,L,POINT (188282.6631 401821.335999999),114DMW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
703,108GO,0.75,9.27,10.120000000000001,10.73,Vastgesteld,Niet van toepassing,L,POINT (188067.784000002 409399.127999999),108GO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
704,110CCU,0.54,16.580000000000002,17.14,17.150000000000002,Vastgesteld,Niet van toepassing,L,POINT (188584.447000001 403108.188000001),110CCU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
705,102CTS,2.5500000000000003,1.04,2.06,2.36,Vastgesteld,Niet van toepassing,L,POINT (150347.342999998 415231.638),102CTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
706,108KLF,1.0,18.35,18.31,18.45,Vastgesteld,Niet van toepassing,L,POINT (182623.7535 405990.671100002),108KLF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
707,118CH,3.95,-0.55,0.61,1.06,Vastgesteld,Niet van toepassing,L,POINT (139134.905999999 413742.697999999),118CH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
708,118CLA,1.5,0.01,0.99,1.48,Vastgesteld,Niet van toepassing,L,POINT (139830.467999998 416063.511999998),118CLA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
709,118DD,1.0,0.2,1.1500000000000001,1.61,Vastgesteld,Niet van toepassing,L,POINT (140779.362 414938.976),118DD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
710,118DG,1.0,0.06,0.78,1.1,Vastgesteld,Niet van toepassing,L,POINT (140308.026000001 414567.556000002),118DG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
711,118ED,1.0,1.67,2.75,3.2,Vastgesteld,Niet van toepassing,L,POINT (136182.188999999 409574.118000001),118ED,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
712,118EV,0.9,1.76,2.74,3.11,Vastgesteld,Niet van toepassing,L,POINT (137296.543000001 409788.938000001),118EV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
713,118GW,2.0,1.1500000000000001,2.61,2.89,Vastgesteld,Niet van toepassing,L,POINT (140120.381999999 411583.324999999),118GW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
714,118HD,2.0,0.8,1.76,2.05,Vastgesteld,Niet van toepassing,L,POINT (140108.666000001 412516.583999999),118HD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
715,117RDD,2.0,0.4,2.15,4.99,Vastgesteld,Gewijzigd,L,POINT (143845.037900001 410683.881000001),117RDD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
716,117RGD,2.0,0.4,2.15,4.98,Vastgesteld,Gewijzigd,L,POINT (143845.079700001 410684.997699998),117RGD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
717,117MRG,2.0,0.34,2.08,4.87,Vastgesteld,Gewijzigd,L,POINT (144861.516600002 411640.495000001),117MRG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
718,117MTT,2.0,0.33,2.08,4.86,Vastgesteld,Gewijzigd,L,POINT (144860.5101 411640.1963),117MTT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
719,117VEN,1.0,0.86,1.86,3.86,Vastgesteld,Gewijzigd,L,POINT (143451.8334 410948.9362),117VEN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
720,117VDF,0.5,1.03,1.53,3.64,Vastgesteld,Niet van toepassing,L,POINT (143831.750700001 410907.106800001),117VDF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
721,103DVK,1.0,2.71,3.68,3.9,Vastgesteld,Niet van toepassing,L,POINT (161734.271000002 420367.449000001),103DVK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
722,118KU,2.0,-0.01,1.4000000000000001,1.76,Vastgesteld,Niet van toepassing,L,POINT (141299.662999999 413844.684999999),118KU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
723,103MIK,0.5,3.4,3.95,4.7700000000000005,Vastgesteld,Niet van toepassing,L,POINT (162564.978999998 421011.486900002),103MIK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
724,101BXS,0.9,1.87,2.5500000000000003,3.48,Vastgesteld,Niet van toepassing,L,POINT (156604.789999999 422266.681000002),101BXS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
725,103AAS,0.77,1.67,2.63,3.1,Vastgesteld,Niet van toepassing,L,POINT (156966.484000001 417580.418000002),103AAS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
726,103BIM,2.12,4.38,4.42,4.5200000000000005,Vastgesteld,Niet van toepassing,L,POINT (163975.925999999 421464.699000001),103BIM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
727,103KQZ,2.65,1.58,2.62,3.4,Vastgesteld,Niet van toepassing,L,POINT (158939.901999999 418744.577),103KQZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
728,103KRS,1.5,2.47,3.24,3.59,Vastgesteld,Niet van toepassing,L,POINT (160747.452 420757.443999998),103KRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
729,103ST1,2.4,2.87,2.89,3.0700000000000003,Vastgesteld,Niet van toepassing,L,POINT (161864.043000001 420646.506999999),103ST1,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
730,104CR,0.8,3.42,4.19,4.51,Vastgesteld,Niet van toepassing,L,POINT (163479.3499 422820.121300001),104CR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
731,117LS,1.5,1.52,2.43,2.81,Vastgesteld,Niet van toepassing,L,POINT (146554.728999998 409877.306000002),117LS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
732,118CL,1.5,-0.03,0.91,1.34,Vastgesteld,Niet van toepassing,L,POINT (139349.686999999 416140.646000002),118CL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
733,118EWB,0.9500000000000001,1.6400000000000001,2.24,3.34,Vastgesteld,Niet van toepassing,L,POINT (136269.07 410433.714000002),118EWB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
734,118GN,1.0,1.05,2.16,2.62,Vastgesteld,Niet van toepassing,L,POINT (139563.852000002 410152.804000001),118GN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
735,118HY,1.2,0.87,2.02,2.44,Vastgesteld,Niet van toepassing,L,POINT (141726.443 412188.146000002),118HY,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
736,118UN,1.0,2.46,3.49,3.16,Vastgesteld,Niet van toepassing,L,POINT (137815.324000001 409732.217),118UN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
737,101BOS,2.2,2.0100000000000002,3.1,3.42,Vastgesteld,Niet van toepassing,L,POINT (157055.857999999 423363.162999999),101BOS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
738,102BFS,4.05,0.11,2.57,3.69,Vastgesteld,Niet van toepassing,L,POINT (152847.509 418076.68),102BFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
739,103HOE,6.0200000000000005,-0.33,2.69,3.71,Vastgesteld,Niet van toepassing,L,POINT (152859.778999999 418072.614),103HOE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
740,103ZZA,1.0,2.46,3.49,4.04,Vastgesteld,Niet van toepassing,L,POINT (160971.791000001 420872.324000001),103ZZA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
741,104CX,1.5,5.39,6.390000000000001,6.68,Vastgesteld,Niet van toepassing,L,POINT (173979.481199998 422352.031300001),104CX,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
742,104CY,0.8,3.1,4.17,4.5600000000000005,Vastgesteld,Niet van toepassing,L,POINT (162677.552000001 422276.298),104CY,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
743,104N,4.0,4.3500000000000005,5.18,5.53,Vastgesteld,Niet van toepassing,L,POINT (169440.197999999 421919.120999999),104N,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
744,104NA,2.0100000000000002,4.3500000000000005,5.55,5.99,Vastgesteld,Niet van toepassing,L,POINT (168713.102000002 424456.478),104NA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
745,117LK,0.9,1.78,2.69,3.12,Vastgesteld,Niet van toepassing,L,POINT (146928.961100001 409207.864399999),117LK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
746,118AVA,2.0,-0.54,0.66,1.07,Vastgesteld,Niet van toepassing,L,POINT (136034.114 415562.162000001),118AVA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
747,118ESB,0.5,1.6600000000000001,2.5100000000000002,2.96,Vastgesteld,Niet van toepassing,L,POINT (139428.982000001 409768.202),118ESB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
748,118UK,1.0,2.39,3.36,3.88,Vastgesteld,Niet van toepassing,L,POINT (137769.441 409162.338),118UK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
749,118EO,2.0,1.6500000000000001,3.4,3.5100000000000002,Vastgesteld,Niet van toepassing,L,POINT (137849.664999999 409688.649999999),118EO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
750,117NS,2.5,0.6900000000000001,1.49,1.97,Vastgesteld,Niet van toepassing,L,POINT (142196.831 414258.611000001),117NS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
751,101AUS,0.72,2.11,2.91,3.39,Vastgesteld,Niet van toepassing,L,POINT (160000.943999998 421391.975000002),101AUS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
752,101BZS,3.5,0.33,2.0,2.5100000000000002,Vastgesteld,Niet van toepassing,L,POINT (155863.585000001 419426.620000001),101BZS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
753,101CTS,0.84,1.36,2.3000000000000003,3.0500000000000003,Vastgesteld,Niet van toepassing,L,POINT (154093.653999999 421863.265000001),101CTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
754,101ITW,3.0,3.46,4.53,4.96,Vastgesteld,Niet van toepassing,L,POINT (161938.272999998 423564.838),101ITW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
755,103BIC,2.0,3.37,4.3100000000000005,4.92,Vastgesteld,Niet van toepassing,L,POINT (163282.636999998 422546.498),103BIC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
756,103BIE,2.0,2.47,3.63,4.05,Vastgesteld,Niet van toepassing,L,POINT (160975.295000002 420864.353),103BIE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
757,103DRI,0.9,3.0300000000000002,3.96,4.24,Vastgesteld,Niet van toepassing,L,POINT (161844.794 420646.820999999),103DRI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
758,103DVI,1.01,2.99,3.58,4.05,Vastgesteld,Niet van toepassing,L,POINT (161357.432 420159.011999998),103DVI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
759,103KSS,1.0,2.58,3.29,3.58,Vastgesteld,Niet van toepassing,L,POINT (160637.693999998 420331.434999999),103KSS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
760,103LGZ,1.85,1.6,2.6,2.88,Vastgesteld,Niet van toepassing,L,POINT (157368.190000001 417492.028999999),103LGZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
761,104LA,2.8000000000000003,4.8100000000000005,5.98,6.33,Vastgesteld,Niet van toepassing,L,POINT (168310.723000001 421572.015000001),104LA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
762,103BIF,1.0,3.97,4.8100000000000005,5.25,Vastgesteld,Niet van toepassing,L,POINT (164548.162999999 421884.833999999),103BIF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
763,103DV,0.99,2.98,3.59,4.0200000000000005,Vastgesteld,Niet van toepassing,L,POINT (161183.721000001 419651.191),103DV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
764,103DX,1.0,2.4,3.31,3.7,Vastgesteld,Niet van toepassing,L,POINT (160363.745999999 419464.254000001),103DX,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
765,103KTZ,0.6900000000000001,2.21,3.0100000000000002,3.5100000000000002,Vastgesteld,Niet van toepassing,L,POINT (159743.668000001 419609.798),103KTZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
766,103LTS,1.98,2.04,3.15,3.34,Vastgesteld,Niet van toepassing,L,POINT (157574.550000001 417069.248),103LTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
