OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
112,116BRA,2.0,1.31,2.19,2.56,Vastgesteld,Niet van toepassing,L,POINT (146578.965 411603.682),116BRA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
113,217BKK,0.7000000000000001,9.53,10.23,11.1,Vastgesteld,Niet van toepassing,L,POINT (164464.077 398219.210999999),217BKK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
114,205LFT,0.3,3.7,4.05,5.47,Vastgesteld,Niet van toepassing,L,POINT (154914.021000002 412446.432),205LFT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
115,217KDZ,2.25,4.41,6.71,8.01,Vastgesteld,Niet van toepassing,L,POINT (160630.813000001 405852.076000001),217KDZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
116,211BKW,0.5,11.38,11.86,12.63,Vastgesteld,Niet van toepassing,L,POINT (172223.378699999 401327.8794),211BKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
117,211UWE,0.3,9.91,10.200000000000001,11.05,Vastgesteld,Niet van toepassing,L,POINT (172112.434999999 401132.868999999),211UWE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
118,204MRS,0.91,6.04,6.9,8.0,Vastgesteld,Niet van toepassing,L,POINT (161091.528000001 408357.749000002),204MRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
119,AKW15B,1.1,8.72,9.81,15.38,Vastgesteld,Vastgesteld,L,POINT (194356.781 407453.750999998),AKW15B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
120,204CHA,1.0,7.09,8.0,8.05,Vastgesteld,Niet van toepassing,L,POINT (164633.107000001 409776.960000001),204CHA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
121,204FM,1.0,13.81,14.51,15.01,Vastgesteld,Niet van toepassing,L,POINT (169518.129799999 409902.8915),204FM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
122,211EA,0.8,7.23,8.3,8.48,Vastgesteld,Niet van toepassing,L,POINT (165405.432399999 407610.561099999),211EA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
123,211EC,0.98,7.43,8.16,8.21,Vastgesteld,Niet van toepassing,L,POINT (165099.688000001 405822.728),211EC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
124,211JC,0.97,12.01,12.96,13.23,Vastgesteld,Niet van toepassing,L,POINT (171165.822000001 405748.945),211JC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
981,261CZ,0.8,29.98,30.830000000000002,30.95,Vastgesteld,Niet van toepassing,L,POINT (188442.271000002 384526.732000001),261CZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
982,201KML,0.5,15.4,15.6,15.59,Vastgesteld,Niet van toepassing,L,POINT (173573.923 388912.320999999),201KML,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
983,201STL,5.0,14.41,15.18,15.17,Vastgesteld,Niet van toepassing,L,POINT (174681.589000002 389635.094999999),201STL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
984,261WLS,3.85,15.18,15.16,15.66,Vastgesteld,Niet van toepassing,L,POINT (175884.526999999 389682.620000001),261WLS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
985,291BHP,0.8,24.26,25.150000000000002,25.47,Vastgesteld,Niet van toepassing,L,POINT (180637.261 375873.162999999),291BHP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
986,322HVN,7.9,13.81,13.81,14.56,Vastgesteld,Niet van toepassing,L,POINT (173781.451000001 390861.359000001),322HVN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
987,201LGS,3.0,7.72,8.73,9.05,Vastgesteld,Niet van toepassing,L,POINT (166942.429000001 400850.184),201LGS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
988,211BOK,1.0,14.370000000000001,15.27,15.280000000000001,Vastgesteld,Niet van toepassing,L,POINT (172384.1448 406176.3103),211BOK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
989,108HKS,0.8,12.81,13.52,13.69,Vastgesteld,Niet van toepassing,L,POINT (187512.912 406642.125),108HKS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
990,217L,3.7800000000000002,12.23,13.15,13.700000000000001,Vastgesteld,Niet van toepassing,L,POINT (170173.465999998 396795.272),217L,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
991,105AGS,0.85,17.48,18.56,18.8,Vastgesteld,Niet van toepassing,L,POINT (175510.214499999 411400.288600002),105AGS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
992,217GDW,0.6,7.83,9.24,9.6,Vastgesteld,Niet van toepassing,L,POINT (163079.475299999 402497.588),217GDW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
993,114DRS,1.2,18.0,18.0,18.44,Vastgesteld,Niet van toepassing,L,POINT (188752.745999999 402058.988000002),114DRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
994,AKW79,4.0,9.0,11.0,14.67,Vastgesteld,Vastgesteld,L,POINT (193357.515000001 412530.416000001),AKW79,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
995,234AE,0.73,11.790000000000001,13.22,13.21,Vastgesteld,Niet van toepassing,L,POINT (171059.484000001 397265.263),234AE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
996,224KDW,3.0,6.72,7.84,7.84,Vastgesteld,Niet van toepassing,L,POINT (163113.962000001 405382.366),224KDW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
997,107GTB,1.0,18.79,19.53,20.01,Vastgesteld,Niet van toepassing,L,POINT (180523.831 404251.484000001),107GTB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
998,261CTD,1.02,27.14,27.96,28.3,Vastgesteld,Niet van toepassing,L,POINT (186256.370000001 384642.445),261CTD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
999,217EDA,1.0,11.28,12.48,12.81,Vastgesteld,Niet van toepassing,L,POINT (169209.147999998 397689.941),217EDA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1000,275JG,0.84,28.59,29.34,29.830000000000002,Vastgesteld,Niet van toepassing,L,POINT (188222.953000002 377863.947000001),275JG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1001,114BKS,1.01,19.42,20.2,20.94,Vastgesteld,Niet van toepassing,L,POINT (192958.820999999 399221.418000001),114BKS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1002,211NA,0.75,12.38,13.13,13.280000000000001,Vastgesteld,Niet van toepassing,L,POINT (173436.398899999 402212.1567),211NA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1003,108HRS,1.0,19.68,20.52,20.82,Vastgesteld,Niet van toepassing,L,POINT (183059.174600001 404407.182),108HRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1004,108KES,2.0,13.9,13.89,14.43,Vastgesteld,Niet van toepassing,L,POINT (185071.824000001 406182.653000001),108KES,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1005,217EN,1.0,10.620000000000001,11.63,12.07,Vastgesteld,Niet van toepassing,L,POINT (167667.43 397577.670000002),217EN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1006,118AFS,2.0,-0.8200000000000001,0.6,0.8,Vastgesteld,Niet van toepassing,L,POINT (136625.5627 413025.888300002),118AFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1007,204UDF,0.5,19.02,19.87,19.85,Vastgesteld,Niet van toepassing,L,POINT (171173.6972 412172.246100001),204UDF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1008,204BKG,1.0,10.32,10.32,10.33,Vastgesteld,Niet van toepassing,L,POINT (167046.668000001 412879.741999999),204BKG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1009,204HOA,1.05,11.69,12.620000000000001,12.66,Vastgesteld,Niet van toepassing,L,POINT (167807.557999998 413133.600000002),204HOA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1010,204VIN,1.1400000000000001,3.44,4.61,4.61,Vastgesteld,Niet van toepassing,L,POINT (157401.98 413949.092),204VIN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1011,261DNL,3.92,16.09,16.09,16.63,Vastgesteld,Niet van toepassing,L,POINT (176047.618000001 389236.895),261DNL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1012,261DRL,3.93,16.31,16.32,16.79,Vastgesteld,Niet van toepassing,L,POINT (176023.798999999 389105.252),261DRL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1013,234BOS,4.89,10.540000000000001,11.94,14.07,Vastgesteld,Niet van toepassing,L,POINT (170881.386 395995.59),234BOS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1014,211DRS,2.1,17.13,17.13,17.98,Vastgesteld,Niet van toepassing,L,POINT (172021.348000001 408334.015999999),211DRS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1015,234SBW,4.0,18.87,18.88,19.6,Vastgesteld,Niet van toepassing,L,POINT (171955.552999999 384249.164000001),234SBW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1016,234NHI,1.55,16.95,16.95,16.96,Vastgesteld,Niet van toepassing,L,POINT (171581.272999998 385997.25),234NHI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1017,234STA,1.6,17.35,17.36,17.36,Vastgesteld,Niet van toepassing,L,POINT (171672.796999998 385890.581999999),234STA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1018,108BT,1.25,15.82,16.4,16.9,Vastgesteld,Niet van toepassing,L,POINT (185268.072000001 405771.033),108BT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1019,116KOO,2.0,0.97,1.75,2.23,Vastgesteld,Niet van toepassing,L,POINT (146966.390000001 411806.458000001),116KOO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1020,261HLT,0.68,30.11,30.11,30.11,Vastgesteld,Niet van toepassing,L,POINT (188148.666000001 381752.215),261HLT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1021,275KDN,1.0,30.66,32.24,32.26,Vastgesteld,Niet van toepassing,L,POINT (191998.800000001 376672.708000001),275KDN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1022,275KAN,1.0,32.37,32.37,32.6,Vastgesteld,Niet van toepassing,L,POINT (191951.098999999 376682.702),275KAN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1023,275SNB,1.0,27.52,28.240000000000002,28.68,Vastgesteld,Niet van toepassing,L,POINT (187315.397 380278.715300001),275SNB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1024,275NKW,0.5700000000000001,25.76,26.32,26.52,Vastgesteld,Niet van toepassing,L,POINT (186368.710999999 379365.859000001),275NKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1025,267VLS,1.0,16.88,16.88,16.89,Vastgesteld,Niet van toepassing,L,POINT (176678.344999999 386701.66),267VLS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1026,267RSL,1.1,16.68,17.6,18.47,Vastgesteld,Niet van toepassing,L,POINT (176361.281599998 386745.451400001),267RSL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1027,267OVL,1.0,17.400000000000002,17.400000000000002,17.41,Vastgesteld,Niet van toepassing,L,POINT (176854.526000001 386687.673999999),267OVL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1028,267RAN,1.0,16.85,16.86,16.85,Vastgesteld,Niet van toepassing,L,POINT (176573.715 386707.822999999),267RAN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1029,267RLA,1.0,16.92,16.91,16.92,Vastgesteld,Niet van toepassing,L,POINT (176741.173 386697.949999999),267RLA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1030,261HAK,1.2,19.98,20.8,21.18,Vastgesteld,Niet van toepassing,L,POINT (179861.055 389675.090999998),261HAK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1031,117LNW,0.6,1.01,1.78,3.21,Vastgesteld,Niet van toepassing,L,POINT (146229.82 414916.517000001),117LNW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1032,114BLP,0.51,25.330000000000002,26.04,26.1,Vastgesteld,Niet van toepassing,L,POINT (185461.914999999 395596.839000002),114BLP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1033,204HKA,1.83,15.59,15.8,15.790000000000001,Vastgesteld,Niet van toepassing,L,POINT (168874.670000002 413215.521000002),204HKA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1034,211KRB,1.0,12.22,12.32,12.530000000000001,Vastgesteld,Niet van toepassing,L,POINT (171366.510000002 405797.322999999),211KRB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1035,211MTN,0.5,12.700000000000001,12.700000000000001,13.120000000000001,Vastgesteld,Niet van toepassing,L,POINT (171558.978999998 405875.761999998),211MTN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1036,211LPS,0.5,13.02,13.02,13.49,Vastgesteld,Niet van toepassing,L,POINT (171369.750999998 406648.151000001),211LPS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1037,107PMD,1.0,10.26,10.85,11.56,Vastgesteld,Niet van toepassing,L,POINT (182030.778999999 411654.833999999),107PMD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1038,205DA,0.9,3.84,4.92,4.93,Vastgesteld,Niet van toepassing,L,POINT (156508.842 410515.267000001),205DA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1039,211KAB,0.72,10.870000000000001,11.66,11.73,Vastgesteld,Niet van toepassing,L,POINT (171674.7544 404859.719900001),211KAB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1040,211HL,0.7000000000000001,18.8,19.42,19.77,Vastgesteld,Niet van toepassing,L,POINT (171649.611000001 409584.949999999),211HL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1041,V2KW1,27.0,3.37,5.5200000000000005,6.29,Vastgesteld,Vastgesteld,L,POINT (148211.125 410323.588),V2KW1,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1042,117LEP,0.6,1.09,1.68,3.17,Vastgesteld,Niet van toepassing,L,POINT (146026.656 414423.649),117LEP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1043,261GPV,4.8,15.36,17.86,18.67,Vastgesteld,Niet van toepassing,L,POINT (177703.706 389039.177999999),261GPV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1044,261BAK,1.1500000000000001,20.04,20.830000000000002,21.18,Vastgesteld,Niet van toepassing,L,POINT (179938.473999999 389830.374000002),261BAK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1045,261MOL,1.82,18.45,19.57,19.6,Vastgesteld,Niet van toepassing,L,POINT (179580.052999999 388528.168000001),261MOL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1046,261JBA,1.0,25.240000000000002,25.78,26.29,Vastgesteld,Niet van toepassing,L,POINT (185104.943 390870.609999999),261JBA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1047,103LRB,1.0,2.73,3.2600000000000002,3.65,Vastgesteld,Niet van toepassing,L,POINT (158267.892000001 416558.989),103LRB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1048,267RVS,0.86,17.89,18.900000000000002,19.44,Vastgesteld,Niet van toepassing,L,POINT (176531.363000002 385655.309999999),267RVS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1049,104WTL,1.5,5.15,6.11,6.33,Vastgesteld,Niet van toepassing,L,POINT (169879.785 421141.140999999),104WTL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1050,234EK,0.6,14.27,14.950000000000001,15.26,Vastgesteld,Niet van toepassing,L,POINT (172435.267000001 389100.545000002),234EK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1051,108IJZ,4.7700000000000005,8.66,10.22,11.25,Vastgesteld,Niet van toepassing,L,POINT (185454.397 409839.964000002),108IJZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1052,280BB,0.8,21.6,22.21,22.59,Vastgesteld,Niet van toepassing,L,POINT (176192.478 379689.416999999),280BB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1053,108PAP,2.6,10.92,11.84,12.42,Vastgesteld,Niet van toepassing,L,POINT (188705.546999998 407319.916000001),108PAP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1054,217AC,0.8200000000000001,6.4,7.640000000000001,7.930000000000001,Vastgesteld,Niet van toepassing,L,POINT (160404.386999998 404232.504999999),217AC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1055,234CE,0.97,13.72,15.05,15.17,Vastgesteld,Niet van toepassing,L,POINT (167153.460999999 391458.862),234CE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1056,245EA,0.9500000000000001,17.03,17.67,18.03,Vastgesteld,Niet van toepassing,L,POINT (175775.421999998 401035.034000002),245EA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1057,251CD,1.5,16.14,17.0,17.26,Vastgesteld,Niet van toepassing,L,POINT (176719.75 396368.890999999),251CD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1058,251CL,0.8,19.52,20.35,20.79,Vastgesteld,Niet van toepassing,L,POINT (178179.752 394440.653000001),251CL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1059,261BAE,1.0,19.35,20.21,20.26,Vastgesteld,Niet van toepassing,L,POINT (179258.067000002 389463.940000001),261BAE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1060,251CF,0.8,18.7,19.48,19.71,Vastgesteld,Niet van toepassing,L,POINT (177812.182 394523.52),251CF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1061,108BZ,1.25,15.040000000000001,15.66,15.89,Vastgesteld,Niet van toepassing,L,POINT (185906.736000001 405908.199999999),108BZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1062,205WAM,4.25,3.04,4.6000000000000005,4.8,Vastgesteld,Niet van toepassing,L,POINT (153822.594999999 411767.326299999),205WAM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1063,211WSH,0.3,16.84,16.84,17.63,Vastgesteld,Niet van toepassing,L,POINT (172158.508000001 408621.243999999),211WSH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1064,211MEL,0.75,16.76,16.77,17.330000000000002,Vastgesteld,Niet van toepassing,L,POINT (172354.366999999 408287.890000001),211MEL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1065,211DRN,0.15,18.01,18.01,18.72,Vastgesteld,Niet van toepassing,L,POINT (172216.123 408984.620000001),211DRN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1066,211BHS,0.5,16.85,17.35,18.71,Vastgesteld,Niet van toepassing,L,POINT (172215.443 408984.568999998),211BHS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1067,211BRD,0.5,16.72,17.27,18.3,Vastgesteld,Niet van toepassing,L,POINT (172011.522 408897.688000001),211BRD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1068,211BRK,0.15,17.35,17.35,18.3,Vastgesteld,Niet van toepassing,L,POINT (172011.829 408897.778999999),211BRK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1069,105BBW,2.2,9.01,9.89,9.89,Vastgesteld,Niet van toepassing,L,POINT (178438.068999998 415950.545000002),105BBW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1070,101GWN,5.8,3.47,4.18,4.18,Vastgesteld,Niet van toepassing,L,POINT (152893.32 418156.559),101GWN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1071,103MKL,1.1,2.54,5.14,5.23,Vastgesteld,Niet van toepassing,L,POINT (162600.030000001 420605.925000001),103MKL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1072,108GZ,1.75,8.72,10.15,10.69,Vastgesteld,Niet van toepassing,L,POINT (186478.028000001 410619.596000001),108GZ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1073,204DC,1.2,5.34,6.1000000000000005,6.3100000000000005,Vastgesteld,Niet van toepassing,L,POINT (163411.467 411950.374000002),204DC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1074,253BD,0.6,15.66,16.47,16.89,Vastgesteld,Niet van toepassing,L,POINT (176870.287 394389.188999999),253BD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1075,118UF,1.2,-0.02,0.7000000000000001,1.1400000000000001,Vastgesteld,Niet van toepassing,L,POINT (137060.344999999 415924.690000001),118UF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1076,211MC,2.43,12.63,13.42,13.91,Vastgesteld,Niet van toepassing,L,POINT (173527.363000002 402936.375999998),211MC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1077,211MQA,0.96,19.2,19.900000000000002,20.3,Vastgesteld,Niet van toepassing,L,POINT (175701.601 404914.838),211MQA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1078,211MQB,0.72,19.8,20.73,20.75,Vastgesteld,Niet van toepassing,L,POINT (175247.397 405352.701000001),211MQB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1079,250A,0.8,11.290000000000001,12.26,12.530000000000001,Vastgesteld,Niet van toepassing,L,POINT (173779.800999999 398563.017000001),250A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1080,251JA,1.5,18.94,19.830000000000002,20.01,Vastgesteld,Niet van toepassing,L,POINT (177804.504999999 397839.065000001),251JA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1081,275A,6.2,18.62,19.900000000000002,20.13,Vastgesteld,Niet van toepassing,L,POINT (177311.688000001 383486.094999999),275A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1082,234CI,1.0,12.39,13.31,13.3,Vastgesteld,Niet van toepassing,L,POINT (169831.357999999 394802.313000001),234CI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1083,117MRF,0.5,0.76,1.94,2.64,Vastgesteld,Niet van toepassing,L,POINT (145235.703000002 414995.835000001),117MRF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1084,248AB,0.85,13.39,14.120000000000001,14.38,Vastgesteld,Niet van toepassing,L,POINT (174479.451000001 399685.550000001),248AB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1085,250AA,1.2,12.11,12.73,12.780000000000001,Vastgesteld,Niet van toepassing,L,POINT (174114.889899999 398642.230099998),250AA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1086,103BID,2.0,2.81,4.37,4.65,Vastgesteld,Niet van toepassing,L,POINT (162473.829 421505.603999998),103BID,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1087,253F,3.8200000000000003,14.72,15.540000000000001,15.94,Vastgesteld,Niet van toepassing,L,POINT (176105.204 392990.074000001),253F,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1088,261CE,3.7,20.8,22.11,22.73,Vastgesteld,Niet van toepassing,L,POINT (181182.272999998 387584.603999998),261CE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1089,261D,3.38,17.19,18.44,19.2,Vastgesteld,Niet van toepassing,L,POINT (178983.129999999 388585.594999999),261D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1090,261FC,0.8,22.54,23.32,23.46,Vastgesteld,Niet van toepassing,L,POINT (181822.634 389683.723000001),261FC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1091,275HD,0.97,30.47,31.64,31.78,Vastgesteld,Niet van toepassing,L,POINT (188888.793000001 379431.544),275HD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1092,275I,4.2,25.490000000000002,26.45,26.990000000000002,Vastgesteld,Niet van toepassing,L,POINT (186479.23 378335.806000002),275I,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1093,275JJ,1.0,30.650000000000002,31.53,31.73,Vastgesteld,Niet van toepassing,L,POINT (189257.603 375469.478),275JJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1094,280F,0.5,22.67,23.46,23.92,Vastgesteld,Niet van toepassing,L,POINT (175581.147 377478.149),280F,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1095,104KNA,1.5,4.7,5.78,6.32,Vastgesteld,Niet van toepassing,L,POINT (172093.541000001 423169.749000002),104KNA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1096,287J,1.0,26.95,27.98,28.35,Vastgesteld,Niet van toepassing,L,POINT (187514.274 375275.993999999),287J,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1097,107PMA,1.0,10.540000000000001,11.11,11.83,Vastgesteld,Niet van toepassing,L,POINT (181931.419 411352.078000002),107PMA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1098,103SZB,0.3,4.5600000000000005,4.86,6.67,Vastgesteld,Niet van toepassing,L,POINT (164753.342999998 418127.43),103SZB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1099,261JS,0.5,27.990000000000002,29.2,29.7,Vastgesteld,Niet van toepassing,L,POINT (188147.155000001 387818.131999999),261JS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1100,104KNC,1.0,4.84,6.0600000000000005,6.51,Vastgesteld,Niet van toepassing,L,POINT (171578.144000001 422795.302999999),104KNC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1101,108BS,1.25,16.79,17.32,17.52,Vastgesteld,Niet van toepassing,L,POINT (185074.482999999 405632.208999999),108BS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1102,248AC,0.72,13.89,14.81,14.93,Vastgesteld,Niet van toepassing,L,POINT (174802.331999999 399607.868000001),248AC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
614,108A24,1.0,13.51,14.32,14.42,Vastgesteld,Niet van toepassing,L,POINT (190305.000100002 405583.967399999),108A24,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
615,261BG,3.7,20.81,21.78,22.22,Vastgesteld,Niet van toepassing,L,POINT (181185.495000001 384603.743000001),261BG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
616,238B,0.9,10.24,10.83,11.18,Vastgesteld,Niet van toepassing,L,POINT (169511.116 399720.105),238B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
617,107HDB,0.5,18.68,19.42,19.43,Vastgesteld,Niet van toepassing,L,POINT (181655.813000001 404969.693999998),107HDB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
618,113MOL,3.36,11.98,13.49,13.75,Vastgesteld,Niet van toepassing,L,POINT (198611.859999999 400541.077),113MOL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
619,108STA,0.8,12.92,13.51,13.88,Vastgesteld,Niet van toepassing,L,POINT (187282.1252 406449.2542),108STA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
620,104BEA,0.7000000000000001,3.36,4.6000000000000005,4.86,Vastgesteld,Niet van toepassing,L,POINT (162753.225000002 424047.138),104BEA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
621,118HBG,1.0,-0.44,0.35000000000000003,0.31,Vastgesteld,Niet van toepassing,L,POINT (136311.719000001 413802.886999998),118HBG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
622,118HBS,1.0,-0.45,0.58,0.61,Vastgesteld,Niet van toepassing,L,POINT (135973.772 413691.045000002),118HBS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
