index,hydroobject_CODE,endpoint_hydroobject_CODE
30163,1180350,00768
30168,1160220,1160210
30170,1160175,1160170
30171,2611120,2611100
30173,2611130,2611100
30174,1045660,1048080
30175,1048083,1048080
30177,1048090,1048080
30179,1048240,1048235
30180,1042070,1042055
30181,1042060,1042055
30184,2910020,2900045
30185,2910025,2900045
30186,2530110,2530105
30187,2530120,2530105
30190,1180290,1160199
30191,1180300,1180290
30194,2890015,2890012
30195,1145640,1145510
30197,1145650,1145510
30198,1082110,1082150
30200,1082160,1082150
30201,1160140,1160130
30204,1170015,1170010
30205,1170010,1160159
30207,2011420,2020160
30209,2011700,2020160
30211,2051420,2050780
30212,2051410,2050680
30214,2011400,2012290
30216,2011390,2012290
30218,2012300,2011730
30219,2012280,2011730
30220,1160190,1160180
30223,2110040,2110030
30224,2110050,2110040
30226,2110060,2110040
30228,1100380,1100370
30230,2613796,2613794
30231,2613794,2613790
30234,2613730,2611170
30235,05061,00157
30237,02876,00157
30238,2113170,00185
30239,01430,00185
30241,1016130,00168
30244,1042920,00163
30246,1046410,00169
30248,1121200,00173
30250,2170100,00179
30252,1045160,00167
30254,2043760,00160
30257,1100390,1100380
30259,1013930,00060
30260,1013935,00060
30261,01733,00060
30263,1083560,00074
30264,1083550,00074
30266,2340640,00067
30268,1034260,00061
30270,2043290,00064
30272,2043990,00069
30274,01693,00082
30277,1101403,1101402
30278,1101401,1101403
30280,1101405,1101403
30282,1042051,1042050
30284,1048020,1048012
30285,1042045,1042051
30286,1042055,1042051
30288,1048182,1048185
30290,1048190,1048185
30291,1048011,1048020
30292,1048025,1048020
30295,1146325,1146320
30296,1034040,00492
30298,04925,00493
30301,2400230,00496
30303,2751710,00497
30305,2300010,00615
30307,2343300,00616
30309,00200,00618
30311,1031930,00619
30313,1180970,00620
30315,1145210,00621
30317,1042070,00622
30319,1170320,00623
30322,02912,00629
30324,2940570,00630
30326,2870770,2870760
30329,00100,00634
30331,2531460,2531450
30332,2613935,2613950
30334,2613960,2613950
30335,2530250,2530159
30338,1090435,1090430
30340,1101020,1101010
30342,1101030,1101020
30344,1090475,1101410
30345,1090470,1101410
30347,1100470,1100460
30348,1047360,1048220
30350,1048230,1048220
30351,1100936,1100940
30353,1100945,1100940
30354,1100950,1100945
30356,1143150,00056
30358,1180010,00058
30361,2531490,2530177
30362,1181890,00062
30364,2341260,2341240
30366,2341384,2341330
30368,2341390,2341330
30369,2530670,00073
30371,2531430,00076
30374,1090420,1090320
30375,1100920,1100670
30377,1100930,1100670
30378,2611018,2611010
30380,2611012,2611010
30381,2611210,2611205
30383,2611820,00322
30385,1016410,00315
30387,2751330,00321
30389,1081782,00303
30392,01650,00317
30395,2011220,00310
30397,1048160,00301
30398,01234,00324
30400,01659,00299
30402,01121,00306
30404,00358,00306
30405,01722,00318
30407,00568,00305
30410,1171174,00312
30411,2043449,04140
30413,2043820,00307
30415,2043500,02201
30418,2044000,02459
30419,04836,02459
30421,2043541,00934
30423,1181891,00047
30425,1180850,00046
30426,01881,00046
30428,1033850,00638
30430,1184625,00640
30432,1035300,00641
30434,1100720,00642
30436,2041950,00643
30437,04447,00643
30439,1070230,1070220
30441,1070210,1070110
30442,1070220,1070110
30444,1070105,1070010
30445,1070110,1070010
30447,01526,02797
30449,03626,02799
30452,2750950,02835
30455,1083380,02853
30457,1073526,1073525
30459,1073530,1073528
30460,1073525,1073522
30462,1073540,1073530
30464,1073528,1073526
30466,1073522,1073520
30468,1073518,1073514
30469,1073520,1073514
30471,2011282,2011280
30473,2051440,2011280
30474,2011320,2011310
30477,2011300,2011290
30479,00038,02855
30480,1041310,02869
30482,2042080,02876
30485,1100420,1100400
30487,1080640,1080630
30489,1073310,1073230
30490,1073320,1073230
30491,1041470,1041910
30493,1041915,1041910
30494,1042660,1042650
30496,1042670,1042650
30498,2940670,2940660
30499,2940680,2940670
30501,2940690,2940670
30503,2531265,2531260
30504,04666,2342070
30505,2342080,2342070
30507,2341700,2341680
30508,2341690,2341680
30510,2750260,2750310
30511,2750320,2750310
30513,2751630,06277
30514,2751610,06277
30517,06285,06278
30518,2750310,06279
30520,06282,06279
30521,2170515,00478
30522,2170520,00478
30525,00460,00479
30526,05103,00480
30528,1014920,00499
30530,2343169,00481
30532,02963,00482
30534,2043955,00483
30536,06146,00484
30538,1010210,00485
30540,2750960,00487
30542,2110680,00488
30544,2790540,00489
30545,2790500,00489
30546,2790530,00489
30549,01513,00490
30551,2341975,00491
30552,2341980,00491
30554,1130421,1130410
30557,1042460,1042430
30559,1036040,1035850
30561,1036020,1035850
30562,2940650,2940620
30563,2940660,2940620
30565,2613270,2613245
30566,2613260,2613245
30568,2530370,2530230
30571,2400120,2400110
30572,2113250,2113160
30573,2113240,2113160
30575,2011050,2011040
30576,2290210,2011040
30579,1100450,1100430
30580,1083850,1083810
30581,1083860,1083810
30584,1048040,1048030
30585,1045245,1048030
30586,1048050,1048040
30587,1044100,1048040
30589,1035830,1034440
30590,1035840,1034440
30592,1037020,1036840
30594,1037030,1036840
30595,1015310,1015220
30597,1015320,1015220
30598,1010005,1047210
30600,1047220,1047210
30602,2940450,2940440
30603,2530846,2530840
30604,2530842,2530840
30606,2400110,2400100
30608,2043580,00774
30610,2270840,00775
30612,01134,00776
30614,2270590,00777
30616,1171350,00779
30618,2040050,00780
30620,1044010,00781
30623,2540180,06078
30624,2540330,2540350
30626,2540370,2540350
30627,1162130,1162129
30629,1042810,1042800
30630,1042700,1042800
30631,1042790,1042800
30633,2320130,2320120
30635,02677,06162
30637,00530,06162
30638,2800780,2800770
30640,2800770,2800760
30642,2041130,2041150
30643,2041160,2041150
30645,2530312,2530313
30647,2530314,2530313
30648,2112860,2112850
30649,2112840,2112850
30651,2342320,2342270
30653,2342330,2342270
30654,02677,00530
30655,06162,00530
30658,2341480,2341390
30659,2010090,2010080
30661,1160159,1160150
30663,1160165,1160150
30665,2531530,2530270
30666,2170900,2170895
30668,2170819,2170895
30669,2170840,2170830
30671,1080360,1080590
30672,1080600,1080590
30674,2170900,2170819
30675,2170895,2170819
30677,1072470,1072460
30680,2012260,2010990
30681,2011015,2011010
30683,2343910,2343905
30685,1100370,1100360
30687,03781,02305
30689,2043760,02300
30691,2751340,02301
30693,2340950,02304
30695,1080100,02306
30697,01831,02310
30699,2340415,02312
30702,02314,04081
30703,03578,02313
30705,1171115,1171110
30706,00188,1171110
30708,1181380,02314
30710,1055220,00080
30711,1055210,00080
30714,2112240,2112230
30715,1101560,1101040
30717,1101550,1101040
30718,1101040,1101030
30720,04284,2510737
30722,2510740,2510737
30724,2511580,2510780
30725,2511590,2510780
30726,2511610,2510780
30728,2010710,2511520
30729,2010700,2511520
30731,2510750,2510740
30732,2511440,2510800
30734,2511680,2510800
30736,2510762,2510760
30737,2510763,2510760
30738,2043710,01889
30740,04754,04919
30742,00563,04919
30743,2043710,04130
30746,04754,00563
30747,04919,00563
30749,03678,04196
30751,05167,06257
30753,02282,06258
30755,04220,06259
30758,1163510,1190160
30759,1190160,1163510
30762,06260,05823
30763,02830,06260
30765,1080645,1080640
30767,2042730,2042710
30768,2042740,2042710
30771,1040410,1040400
30772,2341030,2341040
30773,2341050,2341040
30775,1049000,1049010
30776,1020270,1049010
30779,1040390,1040380
30780,04383,2050320
30781,2050330,2050320
30782,2050350,2050320
30784,2042660,2042700
30785,2042710,2042700
30787,1049010,1049020
30789,06086,2060460
30791,2060450,2060460
30792,1087600,1087830
30794,1060250,1060240
30796,1060240,1060235
30798,06096,1042380
30799,1042410,1042380
30800,06196,1042380
30802,2341965,2341960
30804,2340730,2340727
30805,2340740,2340727
30807,2511280,2511270
30810,1120020,1120010
30811,2540158,2540155
30813,2011060,2280010
30814,2011055,2280010
30816,1033320,1033290
30817,1030900,1033290
30819,2540155,2540150
30822,06282,06280
30823,00991,06280
30824,2613188,06281
30826,2613210,06281
30827,2750310,06282
30828,06279,06282
30831,2611000,06283
30832,2610970,06283
30833,06281,06284
30835,2610700,06285
30836,2610730,06285
30838,2580130,06261
30839,2580120,06261
30841,2340727,06262
30843,2030360,06263
30845,0699,06263
30846,2342070,06264
30848,2613950,06265
30850,2341680,06266
30852,04302,06267
30853,2341960,06267
30855,2690030,06268
30856,2690010,06268
30858,06266,06269
30860,1033090,06270
30862,1171685,06271
30863,1171690,06271
30865,05158,06272
30867,06274,06272
30868,2341640,06273
30870,1170492,06274
30871,1171790,06274
30873,01350,06275
30874,2511270,06275
30876,2480010,03436
30878,03248,04618
30881,1047400,1046059
30882,1087420,1087410
30884,00456,1087410
30885,2940610,00093
30886,02983,00093
30888,2380010,00094
30891,2171130,00096
30893,2170380,00097
30895,1183580,00098
30897,2530312,2530310
30898,2530313,2530310
30900,2530501,2530500
30902,2530503,2530500
30904,2530505,2530503
30905,2530180,2531490
30908,2531530,2530195
30909,2530200,2530195
30911,2530190,2530187
30912,2530195,2531530
30914,2530200,2531530
30916,2530220,2531600
30917,2530460,2531610
30919,2530501,2530785
30921,2530790,2530785
30923,2530510,2531750
30924,2531740,2531730
30925,2531750,2531730
30927,2010992,2010991
30929,2010993,2010991
30931,2010994,2010993
30933,2010995,2010994
30934,2010992,2010995
30935,2011010,2010995
30937,2341330,2341325
30940,2342761,2343740
30941,2300080,2010985
30942,2010990,2010985
30944,1042100,00525
30946,2270680,00526
30948,1033880,00527
30950,03273,00528
30952,01530,00529
30954,04382,00531
30956,01092,00532
30957,05118,00532
30960,1041550,00534
30961,02002,00535
30963,00275,00536
30965,01453,00537
30967,1181860,00538
30970,2614770,2613890
30971,2613902,2613890
30973,2113530,2113525
30975,2113527,2113525
30976,2171490,2171485
30977,2171487,2171485
30979,2580150,2580140
30980,2580068,2580140
30982,2613420,2613410
30984,2113530,2113527
30985,2113525,2113527
30987,2113690,00645
30990,1035240,00648
30992,2343600,00649
30994,1170230,00650
30996,1042470,00651
30998,1010100,00652
31000,1181850,1181845
31002,1087465,1087460
31005,2010640,2010630
31007,2010760,2010750
31009,2010830,2010823
31010,2420030,2010830
31011,2010825,2010830
31013,2010840,2010830
31014,2010791,2010793
31016,2010795,2010793
31017,2171365,2170791
31018,2171370,2170791
31020,1143080,1143060
31022,2020160,2020130
31024,2012290,2012300
31026,2012280,2012300
31027,1142562,1142561
31029,02030,00247
31031,2020130,2020120
31033,2170830,2170820
31035,1030020,1030010
31037,2012290,2012280
31038,2012300,2012280
31041,2051440,2051400
31042,04040,01097
31044,1040610,1040652
31045,1040660,1040652
31048,1014720,1014710
31049,2511358,2511365
31050,2511370,2511365
31052,1084015,1084010
31055,2870100,03326
31056,1180030,03327
31058,1145455,1146490
31060,1145460,1146490
31061,1146490,1145350
31063,1031720,03330
31065,1040810,1040800
31067,1145470,1145460
31069,04422,03328
31071,1030540,03329
31073,2320120,2320110
31075,2320090,2320110
31076,1014940,03331
31078,2270320,2270310
31080,04722,00091
31082,1031020,00092
31084,2340860,00323
31086,03729,00314
31089,1038930,00608
31090,04792,00605
31092,1042491,00606
31094,1010110,00607
31096,1036040,00610
31099,2041930,00613
31100,2510510,00614
31102,1043370,00100
31104,2250020,00099
31107,02151,00104
31108,2043790,00104
31110,03026,00111
31112,1087140,00106
31114,2270170,00108
31115,04296,00108
31117,1037300,00109
31119,1028030,00112
31121,2880040,00113
31122,2880070,00113
31124,00345,00113
31125,1041600,00114
31127,1057120,00116
31128,1057110,00116
31130,1057040,00116
31131,1052935,00117
31133,01964,00118
31136,1042680,1042670
31137,1030870,1030860
31139,2940590,2940580
31141,2940600,2940580
31143,2920120,2920110
31144,2613230,2613210
31145,2613240,2613210
31148,2342570,2342560
31149,2342550,2342340
31150,2342560,2342340
31153,2114320,2114300
31154,2114310,2114300
31155,2041730,2041720
31157,2041740,2041720
31158,1033015,00584
31160,1171190,00580
31162,01847,00581
31163,03627,00581
31165,2940590,00582
31167,1182400,00585
31169,1183640,00583
31172,00711,00661
31173,2530410,00662
31175,1146220,00663
31177,01594,00664
31179,1181310,00665
31183,1170350,00668
31185,04922,00670
31187,1013210,00771
31188,1013130,00771
31190,1041060,00772
31192,2340750,00773
31195,1073550,1073544
31196,1073546,1073544
31198,2113525,2113524
31200,2530730,2530720
31201,2530700,2530720
31203,2530720,2530710
31206,2531630,2531620
31207,2531650,2531630
31208,2530700,2531630
31211,1022828,1028370
31213,1028340,1028350
31214,2060060,2060430
31217,2050955,2050950
31218,1034430,1034420
31220,3200270,3200410
31221,3200280,3200410
31223,04581,00850
31225,2531230,00851
31227,2752000,00852
31229,1183920,1183910
31231,2340415,00350
31232,01822,00350
31234,2343130,00364
31236,2060160,00328
31239,1041550,00329
31240,00517,00331
31242,2113150,00341
31244,1041820,00370
31247,1180130,00371
31248,1183735,00372
31250,1054130,00373
31251,1054120,00373
31253,1040460,00374
31255,1170695,1170690
31257,1010270,1010250
31258,1010260,1010250
31260,1010600,1010500
31262,1010610,1010500
31263,1010620,1010610
31265,1010420,1010710
31266,1010430,1010710
31268,1011530,1011520
31270,1011605,1011560
31272,1011600,1011560
31273,1011605,1011600
31274,1011560,1011600
31276,1016930,1016920
31278,1057150,1057140
31280,2112315,2112310
31281,2112318,2112310
31283,2920090,2920080
31285,2920100,2920080
31287,1140810,1140749
31288,1140855,1140810
31290,1140860,1140810
31291,1140990,1140980
31294,1142600,1142580
31295,1086880,1086860
31297,1100230,1100320
31298,1100330,1100320
31300,1100800,1100790
31302,1101590,1101240
31304,1101250,1101240
31305,1101340,1101330
31306,1101515,1101330
31308,11011525,1101350
31309,1101355,1101350
31311,2341061,2341060
31312,2341063,2341060
31314,2343445,2343442
31315,2343443,2343442
31319,2510790,2511620
31320,2511860,2511620
31322,2511640,2510790
31323,2511860,2510790
31324,2050960,2050955
31326,1200160,1200158
31329,1172040,1171320
31330,1172030,1171320
31332,1045245,1045247
31333,1171320,1172040
31335,1172030,1172040
31336,1048030,1045245
31337,1048040,1045245
31340,1016155,1016150
31342,1172000,1172010
31343,1171380,1171990
31345,1172020,1171990
31346,1016160,1016155
31348,1082105,1082080
31349,1082110,1082080
31351,1083090,1083080
31353,1083580,1083460
31354,1083600,1083460
31356,1073518,1073510
31358,1073512,1073510
31359,1080180,1080175
31361,06053,00660
31363,2011310,2011305
31365,2050717,2011287
31366,2011290,2011287
31368,2011400,2011390
31369,2012290,2011390
31371,2010985,2010980
31373,1073456,1073450
31375,1073452,1073450
31376,1073468,1073460
31378,1073462,1073460
31379,1073510,1073500
31381,1073470,1073500
31382,1031545,1031540
31385,1145500,1145490
31386,1056160,1056150
31387,1057750,1056150
31389,1057740,1057730
31391,2611010,2611000
31393,1042030,1041990
31395,1042040,1041990
31396,1015340,1016910
31397,1016920,1016910
31399,1014730,1014720
31401,1015340,1015330
31403,1016430,1016350
31404,1016420,1016350
31406,1162330,1162260
31409,2010850,2010840
31410,2060330,2060385
31412,2060390,2060385
31413,2054020,2054010
31415,1018060,1018050
31417,1045380,06092
31419,1045370,06092
31420,1088070,1080530
31422,1100529,1080530
31423,2060385,2060380
31425,2540125,2540300
31427,2540300,2540290
31429,2540340,2540290
31431,2031320,2031205
31432,06286,2031205
31434,1013660,1013650
31435,1013615,1013650
31437,1181027,1181026
31439,1181025,1181023
31440,1181026,1181025
31443,1181029,1181027
31445,2060470,2060390
31447,2031760,2031320
31448,2031460,2031760
31449,2031470,2031760
31451,2060460,2060470
31454,2060400,2060450
31455,2060410,2060450
31456,1170910,1172090
31459,1100990,1100980
31460,2270360,00070
31462,02275,00075
31464,1086640,00057
31466,2340860,00054
31468,1048130,1048120
31469,1046610,1048120
31471,2480015,00333
31473,04824,00363
31475,2751118,00347
31477,2042710,00170
31479,2041840,00172
31481,01735,00178
31483,00278,00178
31484,02999,00161
31486,1041780,00181
31489,1180390,00985
31491,03348,00987
31493,1031050,00249
31495,05008,00231
31497,2530139,00278
31499,1182230,00258
31502,2510880,00269
31503,2510849,00269
31504,2800600,00273
31506,2042970,00264
31508,03762,00260
31510,02097,00984
31512,2040340,2040330
31514,1072395,1072390
31516,1184720,1184700
31519,2170920,2170910
31520,1171176,1171174
31522,1171174,1171172
31524,1140729,1140760
31526,1140770,1140760
31528,1049340,1049330
31529,1041905,1041890
31530,1041910,1041890
31532,1040930,1041980
31533,1041990,1041980
31535,2110065,2110060
31537,2240090,2011090
31539,2011100,2011090
31540,2011104,2011100
31541,2011105,2011100
31543,01641,00696
31545,06033,00697
31546,06034,00697
31548,01844,00698
31550,2113700,00699
31552,1183735,00700
31554,1042685,00701
31556,1182400,00702
31558,03273,00703
31560,1073300,00704
31563,1181210,00705
31564,1182095,00706
31566,1182240,00707
31568,05035,00721
31571,04774,00709
31573,00180,00710
31574,00481,00710
31576,1184740,00711
31578,02244,00712
31580,2800400,00713
31581,2800380,00713
31583,00205,00714
31585,1010220,00715
31587,2113051,00716
31589,1162250,1162240
31591,2011305,2051420
31593,2011300,2051420
31594,2011282,2051440
31595,2011280,2051440
31597,1086280,1086370
31599,1086400,1086370
31600,1087155,1087110
31602,1087160,1087110
31603,1057820,1087310
31605,1087320,1087310
31606,1090440,1090435
31608,1030230,1048140
31610,1048150,1048140
31611,2171230,2171220
31613,2540090,2540070
31615,2540080,2540070
31616,1030149,1048160
31618,1048170,1048160
31619,1048182,1048180
31620,1048181,1048180
31622,1048205,1048200
31624,1048210,1048200
31626,2920340,2920330
31627,2920295,2920330
31628,2010130,2890015
31630,2010120,2890015
31631,2900045,2900040
31633,2341150,2341140
31635,2170925,2170920
31637,1045380,1045370
31638,06092,1045370
31640,2170820,2170815
31642,2170818,2170815
31643,2171190,2171189
31645,2040370,2040360
31647,01852,00287
31649,1042685,00292
31651,1043820,00293
31653,1037300,00298
31655,2042520,00295
31657,1181250,00288
31659,2341580,00290
31661,2612700,00297
31663,04307,00291
31665,04985,00289
31667,02504,00296
31669,1045370,1045360
31671,2270570,2270560
31673,2870880,00365
31674,2870870,00365
31676,2270380,00327
31678,01314,00355
31680,01158,00353
31681,1071600,00353
31683,1181870,00340
31685,2170910,00344
31687,1182270,00337
31689,1046395,00338
31691,2740010,00359
31693,1142000,00342
31695,1044070,00346
31697,2751200,00360
31699,04929,1040760
31701,1040765,1040760
31702,1050630,1050620
31704,1050610,1050220
31706,1050615,1050220
31707,1050550,1050615
31708,1050620,1050615
31710,04687,2111010
31712,2111015,2111010
31714,1053235,1053230
31715,2342640,2342620
31716,01559,2342620
31718,1121200,1121210
31719,1121220,1121210
31721,2600020,2011710
31722,2600010,2011710
31724,1171360,1171355
31726,2020015,2020010
31728,1162306,1162303
31729,1162305,1162303
31731,1022546,1022545
31732,1022547,1022545
31734,1183100,1183120
31735,1183140,1183120
31737,1042140,1042135
31740,1047405,1047400
31741,1087410,1087400
31743,2511260,06999
31745,1022710,1022700
31746,1022690,1022700
31749,2041890,2041880
31751,3200250,3200247
31752,2043360,2043350
31753,2043340,2043350
31755,1080530,1088080
31757,1080525,1088080
31759,1022820,1022828
31760,1028360,1022828
31761,03191,05108
31762,05118,05108
31765,1171830,1171820
31766,2114280,2114270
31767,2113860,2114270
31770,1073880,1073890
31771,1073070,1073880
31772,1073080,1073880
31774,1054080,1054060
31776,2012130,2053920
31778,2012070,2053920
31780,05884,2044420
31781,2044420,2044410
31784,2920870,2920880
31785,2920060,2920860
31787,2920860,2920870
31789,2920880,2920890
31792,2344510,2344260
31793,2114300,2114320
31795,2114310,2114320
31796,2044410,2044405
31798,1101570,1101550
31799,1101055,1101550
31801,1087300,1087270
31802,1087310,1087270
31804,1073230,1073310
31806,1073320,1073310
31808,1042210,00078
31810,1047410,1047405
31811,1047260,1048190
31812,1048200,1048190
31816,1146320,1146300
31818,1146310,1146300
31819,1146350,1146340
31821,03201,00068
31824,1160110,1160100
31825,1160460,1160100
31827,1087910,1087630
31828,1087990,1087630
31829,1087930,1087630
31830,1090430,1090420
31832,1084210,00655
31834,2870590,00656
31835,2870580,00656
31836,2870560,00656
31838,1043040,00657
31840,1015215,00658
31842,2042049,00659
31844,2041360,2041350
31846,2870760,2870759
31848,2171390,2171380
31850,2010685,2531460
31852,2010690,2531460
31853,2611220,00635
31856,1051710,00636
31859,1182230,00784
31861,1057710,00785
31863,2041730,00786
31865,2530900,00787
31866,05041,00787
31868,01626,00789
31870,2170350,00790
31872,2112670,00792
31874,02740,00793
31876,1046110,00794
31879,01844,00796
31881,2050070,00797
31883,2050030,00797
31885,2041340,00799
31886,1142900,00800
31888,1014700,00801
31890,03122,00802
31891,1142700,00802
31893,02110,00804
31894,2530640,00804
31896,1182270,00805
31898,02347,00807
31900,00622,00808
31902,1045610,00809
31904,1046195,00810
31906,2880040,00345
31907,2880070,00345
31908,00113,00345
31911,00052,00334
31912,00934,00362
31914,2531040,00330
31915,2531035,00330
31917,1046770,00332
31920,2500050,2500045
31922,2500045,2500040
31924,2341720,2341710
31925,2344040,2341710
31927,2500040,2500035
31929,2540085,2540080
31931,2500035,2500030
31933,1171900,1171830
31934,1170465,1171830
31936,3200075,3200210
31938,3200070,3200210
31939,3200155,3200220
31940,3200230,3200220
31942,2041280,2041260
31943,2041291,2041260
31944,00744,2041260
31946,2030810,2030860
31947,2030870,2030860
31948,05180,2030860
31949,2030875,2030860
31951,2171730,2171720
31953,3200310,3200300
31954,3200290,3200300
31956,2041910,2041890
31958,3200400,3200250
31959,3200260,3200250
31961,3200245,3200240
31962,3200230,3200240
31964,3200210,01816
31966,2171720,03102
31968,3200220,3200217
31970,3200240,3200237
31972,3200300,3200297
31974,3200237,01562
31976,2030705,2030700
31978,2031170,2031160
31979,2031150,2031160
31981,2030610,2030620
31982,2030640,2030620
31984,2800360,04582
31985,00302,04582
31987,04582,05808
31989,1016100,1014109
31991,2613820,06290
31992,06243,06290
31994,2030700,06291
31996,2031160,06292
31998,2030620,06293
32000,2031205,06286
32001,2031320,06286
32003,06286,06287
32005,06291,06288
32007,03262,00671
32009,1046900,00672
32011,03276,00673
32013,1042265,00674
32015,1181980,00675
32017,2531150,00676
32019,01077,00677
32020,01296,00677
32022,1010710,00678
32024,1034518,00680
32026,2113320,00682
32028,1035715,00683
32030,2030560,00684
32031,2030530,00684
32032,2030550,00684
32034,00657,00685
32036,1121000,00689
32037,01260,00689
32039,1170090,1170015
32040,1170080,1170015
32041,1170030,1170015
32043,1083530,1083520
32046,1086610,1086600
32047,1070250,1070240
32049,1073330,1072980
32051,1073340,1072980
32052,1037040,1037030
32054,1032610,00811
32056,2310010,00806
32058,1143150,00815
32060,1170020,00840
32062,01465,00816
32064,2030670,00812
32066,3200450,00814
32068,1182220,00817
32070,1086650,00818
32071,1086640,00818
32073,00884,00819
32075,1121030,00841
32077,1183740,00843
32079,1046380,1046370
32080,1046381,1046370
32081,03634,1046370
32083,1046370,00822
32085,2111500,00823
32087,01118,00825
32088,03505,00825
32090,1031930,00826
32092,00769,00827
32094,1181891,00828
32096,2170600,00829
32098,2751940,00830
32100,05111,00831
32104,1142940,00834
32106,1081660,00835
32108,2040850,00836
32109,00313,00836
32111,03031,00837
32113,2790350,00838
32115,1043820,00839
32117,1181480,00844
32119,04586,00845
32120,1041460,00845
32122,2510580,00846
32124,2800100,00848
32126,1033870,00849
32128,1143410,1143405
32131,1042641,1042621
32132,1042640,1042621
32134,2560250,2560240
32135,2171425,2171420
32137,1140930,1140935
32138,1140940,1140935
32140,1042760,1042641
32141,1042750,1042641
32143,2613021,2613010
32144,2613020,2613010
32146,1022620,1022630
32147,1022640,1022630
32149,2530832,2530830
32151,2531720,2530830
32152,2540010,2540130
32154,2540140,2540130
32155,2010150,2010140
32157,1180630,1180610
32160,1140800,1140790
32161,1140865,1140860
32164,1145630,1145620
32166,1073454,1073452
32168,2110240,2110230
32169,2044430,2044440
32172,1101394,1101390
32173,1080625,1080620
32175,1082790,1082780
32176,1082785,1082780
32178,1073230,1073220
32180,1047231,1047220
32182,1047230,1047220
32183,1040520,1040120
32184,1040530,1040120
32186,1040710,1040680
32187,1040755,1040680
32188,1040760,1040680
32190,2011710,2010510
32192,2010515,2010510
32194,2112938,2112935
32195,1038535,1038530
32198,1143670,1143660
32199,1140510,1140500
32201,1085085,1085080
32202,1085086,1085080
32204,1086970,1086895
32205,1086960,1086895
32207,1087427,1087320
32209,1087430,1087320
32210,1081030,1081020
32212,1080150,1080170
32213,1080175,1080170
32215,2560230,2560250
32216,2560260,2560250
32218,2540200,2540180
32219,2540160,2540180
32221,1101425,1090475
32223,1101430,1090475
32224,2342440,2344510
32225,2342430,2344510
32227,2344350,2344349
32229,1181142,1181140
32231,1181020,1181029
32232,1181010,1181029
32234,1181090,1181150
32235,1181170,1181150
32237,2051140,2051139
32239,1082330,1082320
32241,1041560,1041550
32243,2750730,2750720
32245,2342620,2342610
32247,2342570,2342610
32248,2270310,2270300
32250,1182320,1182350
32251,1182360,1182350
32253,1160240,1160235
32255,1160180,1160175
32258,1160230,1160220
32259,06283,2610970
32260,2611000,2610970
32262,3200075,3200070
32263,3200210,3200070
32266,2610060,2610050
32267,2343380,00690
32270,00719,00691
32271,2113051,00692
32273,06099,00693
32275,2113570,00694
32277,00190,00695
32279,1073456,1073454
32280,1073460,1073454
32282,1140790,1140780
32284,1052970,1051710
32286,1052960,1051710
32287,2011250,2011240
32288,2050539,2011240
32291,2010700,2010690
32292,2113880,2010795
32294,2010800,2010795
32295,2511840,2511830
32297,2511880,2511830
32298,2800290,2800280
32300,06146,00032
32302,2510410,2511850
32304,2112060,2114160
32305,2114180,2114160
32306,2114200,2114160
32308,1043800,1043750
32309,1043810,1043750
32311,1043700,1043750
32312,2530920,2530910
32314,1043800,1043700
32315,1043810,1043700
32316,1043750,1043700
32318,1043850,1043900
32319,1043910,1043900
32321,1043470,1043421
32323,1043475,1043421
32324,2530950,2530930
32326,01609,2530930
32327,1042560,1042550
32328,1042540,1042550
32330,1047060,1047050
32331,1047070,1047050
32333,2270770,2270760
32336,2344540,2342020
32337,1145620,1145610
32339,03896,03460
32340,03459,03460
32342,2010991,2012260
32345,1160120,1160110
32346,1160130,1160120
32349,1086554,1086550
32350,1101540,1100450
32351,1100460,1100450
32353,1047245,1047230
32354,1047130,1047230
32355,04976,1047230
32357,1170765,1170760
32359,04482,05927
32361,1063185,1063180
32363,1056100,1056095
32365,1120130,1120120
32367,1101410,1090470
32368,1090475,1090470
32370,1140780,1140770
32372,1146440,1140800
32373,1140805,1140800
32375,1086720,1086710
32377,1086745,1086740
32379,1087070,1087050
32380,1087065,1087050
32382,1087510,1087430
32383,1087475,1087430
32385,1073700,1073690
32387,1080100,1080060
32389,1080115,1080060
32390,1080270,1080260
32392,1087845,1080850
32393,05121,1080850
32394,05122,1080850
32396,1082350,1082160
32397,1082340,1082160
32399,1083080,1083070
32401,1083420,1083380
32403,1084030,1083910
32404,06048,1083910
32406,1070500,1070490
32408,1073510,1073470
32409,1073500,1073470
32412,2511560,2511550
32413,2511570,2511550
32414,2511550,2511540
32416,2511550,2511560
32418,2511570,2511560
32419,2510780,2511580
32421,2511590,2511580
32422,2511610,2511580
32423,2510780,2511570
32424,2511580,2511570
32427,2511610,2511590
32428,2511600,2511590
32429,2511540,2511530
32431,2511590,2511610
32433,2511600,2511610
32434,2511620,2511600
32437,2511670,2511650
32438,2511870,2511650
32439,2113765,00717
32440,2113760,00717
32442,1183120,00718
32444,03580,00719
32446,02419,00722
32447,1182270,00722
32450,1171080,00724
32452,1101170,00033
32454,1084780,00034
32457,1101000,1100990
32458,1048011,1048010
32459,1048012,1048010
32461,1047240,1048170
32462,1048180,1048170
32465,1048250,1048240
32466,00316,00036
32468,1140200,00037
32470,2341466,2341310
32471,2341325,2341310
32473,1183835,00038
32475,1181435,00039
32478,1171060,1171050
32479,1101010,1101000
32481,1046900,00041
32483,1046600,00042
32485,2270009,00043
32487,2113051,00044
32489,02553,00045
32491,1101410,1101405
32493,1086600,1086595
